트랙포인트고유번호,부모트랙고유번호,트랙포인트정렬순서,트랙포인트경도,트랙포인트위도,트랙포인트해발고도,트랙포인트X좌표,트랙포인트Y좌표
27042133,20193338814,775,36.091097,128.327165,542.28,0,0
27042143,20193338814,777,36.091195,128.327009,510.42,0,0
27042153,20193338814,779,36.091228,128.326813,550.26,0,0
27042163,20193338814,781,36.091256,128.326666,548.99,0,0
27042183,20193338814,785,36.091381,128.326413,561.02,0,0
27042193,20193338814,787,36.091415,128.32619,568.34,0,0
27042203,20193338814,789,36.091398,128.326015,506.97,0,0
27042223,20193338814,793,36.091285,128.325625,565.29,0,0
27042283,20193338814,804,36.09112,128.32457,547.12,0,0
27042293,20193338814,806,36.091077,128.32433,547,0,0
27042323,20193338814,818,36.091151,128.323362,524.93,0,0
27042333,20193338814,828,36.091726,128.322376,434.59,0,0
27042343,20193338814,838,36.091463,128.321367,471.84,0,0
27042353,20193338814,848,36.090896,128.320484,474.06,0,0
27042363,20193338814,858,36.090783,128.319479,460.35,0,0
27042373,20193338814,868,36.090377,128.318457,480.14,0,0
27042383,20193338814,877,36.089616,128.318125,488.78,0,0
27042423,20193338814,890,36.088608,128.317243,480.84,0,0
27042453,20193338814,900,36.088514,128.316098,452.6,0,0
27042483,20193338814,910,36.089409,128.316075,446.79,0,0
27042513,20193338814,920,36.090311,128.316052,423.33,0,0
27042543,20193338814,930,36.091166,128.315922,395.16,0,0
27042593,20193338814,946,36.092524,128.316012,357.77,0,0
27042613,20193338814,953,36.09313,128.315999,347.53,0,0
27042633,20193338814,960,36.093576,128.315776,330.84,0,0
27042663,20193338814,970,36.094138,128.316481,319.58,0,0
27042693,20193338814,980,36.094779,128.317383,306.74,0,0
27042733,20193338814,993,36.095686,128.318325,277.57,0,0
27042753,20193338814,1000,36.096024,128.318473,257.86,0,0
27042783,20193338814,1010,36.096747,128.318742,248.29,0,0
27042803,20193338814,1017,36.09725,128.318687,247.58,0,0
27042833,20193338814,1027,36.097982,128.319153,233.02,0,0
27042853,20193338814,1035,36.098748,128.319139,243.63,0,0
27042863,20193338814,1045,36.099636,128.319256,220.92,0,0
27042873,20193338814,1055,36.100642,128.319784,221.05,0,0
27042883,20193338814,1065,36.101536,128.319716,199.83,0,0
27042903,20193338814,1077,36.102283,128.318615,172.97,0,0
27042933,20193338814,1087,36.103039,128.317826,177.47,0,0
27042963,20193338814,1097,36.103989,128.317433,157.83,0,0
27042993,20193338814,1107,36.104955,128.3171,149.02,0,0
27043023,20193338814,1117,36.10596,128.317103,148.74,0,0
27043053,20193338814,1127,36.106919,128.316604,146.98,0,0
27043083,20193338814,1137,36.1079,128.316613,144.9,0,0
27043113,20193338814,1147,36.108863,128.316403,131.08,0,0
27043143,20193338814,1157,36.109819,128.316796,135.34,0,0
27043173,20193338814,1167,36.110818,128.316549,124.35,0,0
27043203,20193338814,1177,36.1118,128.316203,118.18,0,0
27043233,20193338814,1187,36.112365,128.31558,113.33,0,0
27043273,20193338814,1200,36.113382,128.31531,115.63,0,0
27038664,20193338814,8,36.113503,128.315412,112.97,0,0
27038674,20193338814,18,36.113953,128.315459,106.21,0,0
27038684,20193338814,28,36.114709,128.315803,112.9,0,0
27038694,20193338814,38,36.115372,128.316393,106.63,0,0
27038704,20193338814,48,36.116191,128.317047,117.55,0,0
27038714,20193338814,55,36.116671,128.317685,118.65,0,0
27038724,20193338814,58,36.116725,128.318037,118.64,0,0
27038774,20193338814,75,36.117799,128.319425,93.72,0,0
27038784,20193338814,78,36.117993,128.319701,97.86,0,0
27038814,20193338814,88,36.118804,128.320169,110.19,0,0
27038824,20193338814,91,36.119082,128.320232,106.13,0,0
27038854,20193338814,101,36.119977,128.319773,116.98,0,0
27038884,20193338814,108,36.120589,128.319398,111.55,0,0
27038894,20193338814,110,36.120454,128.319592,108.02,0,0
27038904,20193338814,112,36.120282,128.31975,107.38,0,0
27038914,20193338814,114,36.120114,128.319888,105.88,0,0
27038924,20193338814,116,36.120145,128.320023,100.94,0,0
27038934,20193338814,118,36.120318,128.319958,99.28,0,0
27038944,20193338814,120,36.120502,128.3199,98.35,0,0
27039074,20193338814,146,36.122029,128.32169,88.24,0,0
27039094,20193338814,150,36.122114,128.322199,87.16,0,0
27039104,20193338814,152,36.122149,128.322501,87.44,0,0
27039554,20193338814,241,36.123618,128.3295,36.73,0,0
27039564,20193338814,243,36.123465,128.329555,26.63,0,0
27039614,20193338814,254,36.122663,128.330253,60.73,0,0
27039634,20193338814,260,36.122254,128.330231,87.05,0,0
27039654,20193338814,267,36.121732,128.330605,100.82,0,0
27039774,20193338814,297,36.119883,128.329773,157.3,0,0
27039794,20193338814,304,36.120129,128.329003,166.05,0,0
27039804,20193338814,307,36.120133,128.328662,156.86,0,0
27039814,20193338814,309,36.120081,128.328444,159.35,0,0
27039824,20193338814,311,36.119998,128.328212,159.62,0,0
27039834,20193338814,313,36.119888,128.328017,154.41,0,0
27040084,20193338814,352,36.118365,128.324271,173.46,0,0
27040164,20193338814,363,36.118278,128.323149,196.98,0,0
27040254,20193338814,376,36.117711,128.323001,205.1,0,0
27040534,20193338814,429,36.113381,128.322256,273.33,0,0
27040574,20193338814,435,36.112985,128.321862,275.55,0,0
27040654,20193338814,446,36.112061,128.322004,239.03,0,0
27040674,20193338814,449,36.111807,128.321945,273.01,0,0
27040834,20193338814,472,36.109942,128.321327,275.7,0,0
27040854,20193338814,475,36.109702,128.321462,276.53,0,0
27040954,20193338814,489,36.108526,128.321065,277.19,0,0
27040974,20193338814,492,36.108294,128.321295,273.66,0,0
27041004,20193338814,496,36.108067,128.321645,274.32,0,0
27041024,20193338814,499,36.107815,128.321768,270.32,0,0
27041054,20193338814,503,36.107471,128.321625,262.77,0,0
27041194,20193338814,523,36.105732,128.321762,270.04,0,0
27041214,20193338814,526,36.105609,128.322095,277.8,0,0
27041274,20193338814,535,36.10475,128.322239,268.94,0,0
27041514,20193338814,586,36.100794,128.324918,259.58,0,0
27041554,20193338814,599,36.100164,128.325644,247.87,0,0
27041574,20193338814,606,36.099712,128.325413,243.21,0,0
27041604,20193338814,616,36.099044,128.325695,260.51,0,0
27041624,20193338814,625,36.098597,128.326465,290.62,0,0
27041634,20193338814,635,36.097961,128.327211,301.08,0,0
27041644,20193338814,645,36.097376,128.327958,331.52,0,0
27041654,20193338814,655,36.097116,128.3289,362.25,0,0
27041664,20193338814,665,36.096515,128.329006,389.94,0,0
27041674,20193338814,675,36.095719,128.329056,373.89,0,0
27041854,20193338814,718,36.092876,128.330791,512.82,0,0
27041874,20193338814,722,36.092591,128.330908,512.65,0,0
27041884,20193338814,724,36.092453,128.330886,515.31,0,0
27041894,20193338814,726,36.092312,128.330867,521.36,0,0
27042044,20193338814,757,36.091131,128.329004,524.24,0,0
27042064,20193338814,761,36.091138,128.328678,538.66,0,0
27042074,20193338814,763,36.091165,128.328451,541.89,0,0
27042084,20193338814,765,36.091153,128.328244,519.38,0,0
27042094,20193338814,767,36.091098,128.328053,536.58,0,0
27042104,20193338814,769,36.091028,128.327816,536.22,0,0
27042174,20193338814,783,36.091385,128.326566,559.16,0,0
27042234,20193338814,795,36.091238,128.325434,558.67,0,0
27042324,20193338814,819,36.091234,128.323255,522.85,0,0
27042334,20193338814,829,36.091727,128.322289,491.88,0,0
27042344,20193338814,839,36.091411,128.321308,489.97,0,0
27042354,20193338814,849,36.09086,128.32041,484.33,0,0
27042364,20193338814,859,36.090799,128.319389,467.16,0,0
27042374,20193338814,869,36.09032,128.318406,439.58,0,0
27042404,20193338814,884,36.089026,128.317697,489.93,0,0
27042414,20193338814,887,36.088771,128.317506,485,0,0
27042444,20193338814,897,36.088594,128.316414,463.8,0,0
27042474,20193338814,907,36.08912,128.316047,449.33,0,0
27042504,20193338814,917,36.090042,128.316058,428.65,0,0
27042534,20193338814,927,36.090921,128.315885,410.56,0,0
27042574,20193338814,940,36.092034,128.316133,378.64,0,0
27042584,20193338814,943,36.092283,128.316047,364.53,0,0
27042604,20193338814,950,36.092901,128.315978,353.13,0,0
27042624,20193338814,957,36.093382,128.315793,323.33,0,0
27042654,20193338814,967,36.09398,128.316309,329.35,0,0
27042684,20193338814,977,36.094552,128.317116,314.82,0,0
27042714,20193338814,987,36.095229,128.318003,285.01,0,0
27042724,20193338814,990,36.095467,128.318237,282.17,0,0
27042774,20193338814,1007,36.096507,128.318878,261.13,0,0
27042794,20193338814,1014,36.096978,128.318561,237.15,0,0
27042824,20193338814,1024,36.097702,128.318925,234.6,0,0
27042854,20193338814,1036,36.098812,128.319182,233.41,0,0
27042864,20193338814,1046,36.099715,128.319283,216.16,0,0
27042874,20193338814,1056,36.100731,128.319793,222.44,0,0
27042884,20193338814,1066,36.101659,128.31969,197.28,0,0
27042894,20193338814,1074,36.102054,128.318919,175.96,0,0
27042914,20193338814,1081,36.1026,128.318255,172.83,0,0
27042924,20193338814,1084,36.102793,128.318001,198.35,0,0
27042954,20193338814,1094,36.103681,128.317554,159.68,0,0
27042984,20193338814,1104,36.104622,128.317142,156.62,0,0
27043014,20193338814,1114,36.105673,128.31722,147.68,0,0
27043044,20193338814,1124,36.106629,128.316678,145,0,0
27043074,20193338814,1134,36.1076,128.3167,143.32,0,0
27043104,20193338814,1144,36.10857,128.316392,137.46,0,0
27043134,20193338814,1154,36.109529,128.316725,135.19,0,0
27043164,20193338814,1164,36.110488,128.316621,126.99,0,0
27043194,20193338814,1174,36.111532,128.316375,119.98,0,0
27043224,20193338814,1184,36.112146,128.315797,114.57,0,0
27043254,20193338814,1194,36.112836,128.315286,112.2,0,0
27043264,20193338814,1197,36.113111,128.315121,115.88,0,0
27038665,20193338814,9,36.113568,128.315509,113.7,0,0
27038675,20193338814,19,36.113937,128.315323,108.73,0,0
27038685,20193338814,29,36.114816,128.315852,112.22,0,0
27038695,20193338814,39,36.115444,128.316477,104.38,0,0
27038705,20193338814,49,36.116264,128.317132,115.47,0,0
27038745,20193338814,65,36.117197,128.318574,110.46,0,0
27038765,20193338814,72,36.11767,128.319088,97.47,0,0
27038805,20193338814,85,36.118535,128.320184,113.22,0,0
27038845,20193338814,98,36.119705,128.319894,114.96,0,0
27038875,20193338814,106,36.120403,128.319485,113.31,0,0
27039115,20193338814,154,36.122204,128.322714,86.23,0,0
27039125,20193338814,156,36.122289,128.322982,85.64,0,0
27039145,20193338814,160,36.122489,128.323478,83.27,0,0
27039225,20193338814,176,36.12326,128.325189,81.33,0,0
27039245,20193338814,180,36.123356,128.325611,89.16,0,0
27039255,20193338814,182,36.123414,128.325816,84.72,0,0
27039275,20193338814,186,36.123496,128.326229,81.02,0,0
27039285,20193338814,188,36.123516,128.326453,82.58,0,0
27039315,20193338814,194,36.12362,128.327087,83.31,0,0
27039335,20193338814,198,36.123635,128.32762,80.17,0,0
27039345,20193338814,200,36.123616,128.327855,80.15,0,0
27039395,20193338814,210,36.123744,128.329057,82.22,0,0
27039425,20193338814,216,36.123649,128.328859,83.5,0,0
27039435,20193338814,218,36.123587,128.328635,83.07,0,0
27039445,20193338814,220,36.123525,128.3285,82.7,0,0
27039455,20193338814,222,36.123654,128.328638,79.33,0,0
27039465,20193338814,224,36.123739,128.328863,79.44,0,0
27039475,20193338814,226,36.123875,128.329064,78.21,0,0
27039625,20193338814,257,36.122403,128.330299,71.94,0,0
27039705,20193338814,280,36.120583,128.330231,116.41,0,0
27039715,20193338814,282,36.120435,128.330227,129.72,0,0
27039765,20193338814,294,36.119819,128.330018,145.68,0,0
27039785,20193338814,301,36.120026,128.329344,166.17,0,0
27039845,20193338814,315,36.119761,128.327843,152.66,0,0
27039855,20193338814,317,36.119642,128.327633,152.98,0,0
27039915,20193338814,328,36.118946,128.326689,136.26,0,0
27039935,20193338814,331,36.118855,128.3264,152.36,0,0
27040055,20193338814,348,36.118514,128.32468,154.58,0,0
27040075,20193338814,351,36.118398,128.324374,167.46,0,0
27040115,20193338814,356,36.118258,128.323858,188.19,0,0
27040135,20193338814,359,36.118275,128.32355,186.88,0,0
27040185,20193338814,366,36.118328,128.32294,205.5,0,0
27040545,20193338814,431,36.113252,128.32213,266.94,0,0
27040595,20193338814,438,36.112709,128.321887,268.63,0,0
27040735,20193338814,458,36.111006,128.322026,275.05,0,0
27040785,20193338814,465,36.110448,128.321535,269.43,0,0
27040805,20193338814,468,36.110285,128.321328,272.52,0,0
27040905,20193338814,482,36.109102,128.321199,282.31,0,0
27040925,20193338814,485,36.108867,128.320968,281.13,0,0
27040995,20193338814,495,36.108102,128.321538,272.85,0,0
27041075,20193338814,506,36.107161,128.321562,261.52,0,0
27041095,20193338814,509,36.106886,128.321413,259.28,0,0
27041125,20193338814,513,36.106515,128.321311,257.65,0,0
27041235,20193338814,529,36.105325,128.322269,275.27,0,0
27041285,20193338814,537,36.104558,128.322306,267.47,0,0
27041295,20193338814,539,36.104348,128.322355,266.37,0,0
27041305,20193338814,541,36.104179,128.322517,259.59,0,0
27041315,20193338814,543,36.104125,128.322733,251.33,0,0
27041395,20193338814,559,36.103013,128.323512,290.7,0,0
27041505,20193338814,583,36.101011,128.324659,263.01,0,0
27041545,20193338814,596,36.100287,128.325659,254.59,0,0
27041565,20193338814,603,36.099954,128.325589,245.22,0,0
27041595,20193338814,613,36.099227,128.325464,251.82,0,0
27041625,20193338814,626,36.098516,128.326513,290.13,0,0
27041635,20193338814,636,36.097904,128.3273,301.95,0,0
27041645,20193338814,646,36.097319,128.328064,331.03,0,0
27041655,20193338814,656,36.097075,128.328978,368,0,0
27041665,20193338814,666,36.096413,128.328982,394.96,0,0
27041675,20193338814,676,36.095658,128.329083,396.89,0,0
27041745,20193338814,696,36.094133,128.32977,407.59,0,0
27041755,20193338814,698,36.094027,128.32986,404.19,0,0
27041765,20193338814,700,36.093893,128.329938,438.05,0,0
27041825,20193338814,712,36.093229,128.330495,478.54,0,0
27041835,20193338814,714,36.093119,128.330616,444.52,0,0
27041845,20193338814,716,36.092998,128.330709,489.14,0,0
27041865,20193338814,720,36.092758,128.330895,493.17,0,0
27042005,20193338814,749,36.091357,128.329791,542.08,0,0
27042015,20193338814,751,36.091267,128.329587,538.08,0,0
27042025,20193338814,753,36.091234,128.329361,478.79,0,0
27042035,20193338814,755,36.0912,128.32919,531.87,0,0
27042055,20193338814,759,36.091093,128.32884,479.76,0,0
27042245,20193338814,797,36.091268,128.325265,501.28,0,0
27042255,20193338814,799,36.091208,128.325085,551.38,0,0
27042265,20193338814,801,36.091107,128.32491,542.38,0,0
27042325,20193338814,820,36.09131,128.323172,523.24,0,0
27042335,20193338814,830,36.091744,128.322171,494,0,0
27042345,20193338814,840,36.091368,128.321243,470.21,0,0
27042355,20193338814,850,36.090851,128.320328,472.23,0,0
27042365,20193338814,860,36.090795,128.319276,476.25,0,0
27042375,20193338814,870,36.090253,128.318367,473.55,0,0
27042395,20193338814,881,36.089287,128.317871,483.93,0,0
27042435,20193338814,894,36.088556,128.316777,470.45,0,0
27042465,20193338814,904,36.088845,128.315996,448.11,0,0
27042495,20193338814,914,36.089752,128.316045,431.3,0,0
27042525,20193338814,924,36.090673,128.316022,421.78,0,0
27042565,20193338814,937,36.091762,128.31614,389.08,0,0
27042645,20193338814,964,36.093773,128.3161,313.38,0,0
27042675,20193338814,974,36.094354,128.316859,318.09,0,0
27042705,20193338814,984,36.095019,128.317701,291.07,0,0
27042745,20193338814,997,36.096009,128.318378,267.61,0,0
27042765,20193338814,1004,36.09625,128.318712,265.54,0,0
27042815,20193338814,1021,36.097497,128.318812,239.11,0,0
27042845,20193338814,1031,36.09834,128.319173,233,0,0
27042855,20193338814,1037,36.098888,128.319236,229.69,0,0
27042865,20193338814,1047,36.099817,128.319347,214.23,0,0
27042875,20193338814,1057,36.100832,128.319827,223.11,0,0
27042885,20193338814,1067,36.101704,128.319587,195.8,0,0
27042945,20193338814,1091,36.103401,128.317686,160.6,0,0
27042975,20193338814,1101,36.104344,128.317302,158.42,0,0
27043005,20193338814,1111,36.105361,128.3172,149.41,0,0
27043035,20193338814,1121,36.106353,128.316881,145.15,0,0
27043065,20193338814,1131,36.107305,128.316692,142.04,0,0
27043095,20193338814,1141,36.108292,128.316475,139.38,0,0
27043125,20193338814,1151,36.109232,128.316587,135.47,0,0
27043155,20193338814,1161,36.110208,128.316741,130.79,0,0
27043185,20193338814,1171,36.111235,128.316522,124.7,0,0
27043215,20193338814,1181,36.112079,128.315824,110.59,0,0
27043245,20193338814,1191,36.112681,128.315598,114.64,0,0
27038666,20193338814,10,36.113665,128.315512,113.17,0,0
27038676,20193338814,20,36.114021,128.315289,110.79,0,0
27038686,20193338814,30,36.114898,128.315898,111.69,0,0
27038696,20193338814,40,36.115529,128.316533,105.8,0,0
27038706,20193338814,50,36.116357,128.317221,114.69,0,0
27038736,20193338814,62,36.116931,128.318416,113.66,0,0
27038756,20193338814,69,36.117439,128.318937,104.67,0,0
27038796,20193338814,82,36.118292,128.319974,105.69,0,0
27038836,20193338814,95,36.119447,128.32006,112.68,0,0
27038866,20193338814,104,36.120225,128.319577,114.4,0,0
27039056,20193338814,143,36.121887,128.321414,79.53,0,0
27039136,20193338814,158,36.122366,128.32319,87.7,0,0
27039156,20193338814,162,36.122594,128.323656,87.8,0,0
27039176,20193338814,166,36.122798,128.324043,84.93,0,0
27039186,20193338814,168,36.122911,128.324233,84.82,0,0
27039196,20193338814,170,36.123028,128.324452,83.06,0,0
27039206,20193338814,172,36.123115,128.324685,84.23,0,0
27039216,20193338814,174,36.123178,128.324942,82.59,0,0
27039236,20193338814,178,36.123305,128.325414,88.86,0,0
27039266,20193338814,184,36.123452,128.326005,81.99,0,0
27039296,20193338814,190,36.123529,128.326699,80.38,0,0
27039306,20193338814,192,36.123555,128.32692,85.06,0,0
27039326,20193338814,196,36.123609,128.32737,78.83,0,0
27039356,20193338814,202,36.123654,128.328093,81.57,0,0
27039366,20193338814,204,36.12367,128.328339,79.81,0,0
27039376,20193338814,206,36.123653,128.328571,82.11,0,0
27039386,20193338814,208,36.123703,128.328808,82.58,0,0
27039406,20193338814,212,36.123676,128.329302,80.74,0,0
27039576,20193338814,246,36.12324,128.329826,25.3,0,0
27039586,20193338814,248,36.123109,128.329977,28.2,0,0
27039596,20193338814,250,36.122964,128.330104,36,0,0
27039606,20193338814,252,36.122817,128.330181,48.72,0,0
27039646,20193338814,264,36.122001,128.330568,87.78,0,0
27039666,20193338814,271,36.121353,128.330577,109.93,0,0
27039676,20193338814,274,36.121077,128.330478,109.16,0,0
27039686,20193338814,276,36.120882,128.330429,104.19,0,0
27039696,20193338814,278,36.120723,128.330362,121.62,0,0
27039756,20193338814,291,36.119811,128.330278,144.63,0,0
27039866,20193338814,319,36.119503,128.327452,147.71,0,0
27039876,20193338814,321,36.119359,128.327278,148.44,0,0
27039886,20193338814,323,36.119233,128.327136,147.77,0,0
27039896,20193338814,325,36.119082,128.326994,149.89,0,0
27039956,20193338814,334,36.118892,128.326111,153.07,0,0
27039976,20193338814,337,36.11891,128.325779,148.53,0,0
27040206,20193338814,369,36.118297,128.322959,209.33,0,0
27040226,20193338814,372,36.118043,128.322914,212.71,0,0
27040266,20193338814,378,36.117516,128.323079,202.8,0,0
27040276,20193338814,380,36.117348,128.323203,203.61,0,0
27040286,20193338814,382,36.11716,128.323196,200.11,0,0
27040296,20193338814,384,36.116969,128.323155,201.21,0,0
27040396,20193338814,404,36.115315,128.323082,221.78,0,0
27040406,20193338814,406,36.115179,128.323095,213.57,0,0
27040506,20193338814,425,36.11372,128.322365,285.42,0,0
27040666,20193338814,448,36.111909,128.32196,271.22,0,0
27040696,20193338814,452,36.111561,128.322035,253.69,0,0
27040716,20193338814,455,36.11129,128.322129,277.15,0,0
27040846,20193338814,474,36.109799,128.321441,271.98,0,0
27040876,20193338814,478,36.109422,128.321496,284.43,0,0
27041046,20193338814,502,36.107561,128.321625,267.64,0,0
27041146,20193338814,516,36.106241,128.321474,252.71,0,0
27041166,20193338814,519,36.105967,128.321463,261.01,0,0
27041356,20193338814,551,36.103483,128.323095,272.36,0,0
27041366,20193338814,553,36.103336,128.32321,274.27,0,0
27041386,20193338814,557,36.1032,128.323573,289.99,0,0
27041406,20193338814,561,36.102853,128.323534,293.94,0,0
27041426,20193338814,565,36.102491,128.323656,294.05,0,0
27041436,20193338814,567,36.102316,128.323769,294.25,0,0
27041446,20193338814,569,36.102146,128.323893,288.32,0,0
27041456,20193338814,571,36.101969,128.323982,285.97,0,0
27041466,20193338814,573,36.101813,128.324077,279.83,0,0
27041476,20193338814,575,36.101616,128.324143,283.65,0,0
27041486,20193338814,577,36.10144,128.324218,274.74,0,0
27041496,20193338814,580,36.101165,128.32439,271.47,0,0
27041526,20193338814,590,36.100487,128.325226,261.53,0,0
27041536,20193338814,593,36.100298,128.325496,260.25,0,0
27041586,20193338814,610,36.09937,128.325267,235.15,0,0
27041616,20193338814,620,36.098937,128.326111,277.57,0,0
27041626,20193338814,627,36.098476,128.326624,290.25,0,0
27041636,20193338814,637,36.097825,128.327352,303.53,0,0
27041646,20193338814,647,36.09727,128.328174,334.6,0,0
27041656,20193338814,657,36.097019,128.329036,377.95,0,0
27041666,20193338814,667,36.096323,128.328923,396.28,0,0
27041676,20193338814,677,36.095557,128.329119,395.78,0,0
27041686,20193338814,684,36.094993,128.329258,404.8,0,0
27041696,20193338814,686,36.094854,128.329274,356.16,0,0
27041706,20193338814,688,36.094723,128.32936,406.33,0,0
27041716,20193338814,690,36.094575,128.329429,417.37,0,0
27041726,20193338814,692,36.094379,128.329511,422.9,0,0
27041736,20193338814,694,36.094236,128.329628,411.3,0,0
27041776,20193338814,702,36.093754,128.330027,432.08,0,0
27041816,20193338814,710,36.09331,128.33034,471.7,0,0
27042316,20193338814,811,36.090926,128.323911,538.74,0,0
27042326,20193338814,821,36.091365,128.323069,522.63,0,0
27042336,20193338814,831,36.091777,128.322063,493.39,0,0
27042346,20193338814,841,36.091311,128.321179,477.22,0,0
27042356,20193338814,851,36.090786,128.320221,369.58,0,0
27042366,20193338814,861,36.090751,128.319151,477.52,0,0
27042376,20193338814,871,36.090134,128.318334,473.65,0,0
27042386,20193338814,878,36.08953,128.318044,489.26,0,0
27042426,20193338814,891,36.088556,128.317131,476.33,0,0
27042456,20193338814,901,36.088553,128.315996,448.54,0,0
27042486,20193338814,911,36.08951,128.316064,446.04,0,0
27042516,20193338814,921,36.090411,128.316041,421.81,0,0
27042546,20193338814,931,36.091245,128.316003,396.22,0,0
27042556,20193338814,934,36.091491,128.316144,398.03,0,0
27042596,20193338814,947,36.092609,128.315998,353.94,0,0
27042616,20193338814,954,36.093184,128.315929,341.71,0,0
27042636,20193338814,961,36.093627,128.315872,334.96,0,0
27042666,20193338814,971,36.094173,128.316589,322.44,0,0
27042696,20193338814,981,36.094852,128.317459,302.49,0,0
27042736,20193338814,994,36.09577,128.318387,276.8,0,0
27042756,20193338814,1001,36.096078,128.318518,250.46,0,0
27042786,20193338814,1011,36.096835,128.318785,254.41,0,0
27042806,20193338814,1018,36.097302,128.318762,267.77,0,0
27042836,20193338814,1028,36.098058,128.319192,228.08,0,0
27042856,20193338814,1038,36.098974,128.319281,228.08,0,0
27042866,20193338814,1048,36.099899,128.319393,214.29,0,0
27042876,20193338814,1058,36.100931,128.319839,223.71,0,0
27042886,20193338814,1068,36.101792,128.319528,194.14,0,0
27042906,20193338814,1078,36.102366,128.318529,170.96,0,0
27042936,20193338814,1088,36.103131,128.317777,173.35,0,0
27042966,20193338814,1098,36.104084,128.317408,157.14,0,0
27042996,20193338814,1108,36.105081,128.317105,148.31,0,0
27043026,20193338814,1118,36.106061,128.31705,147.37,0,0
27043056,20193338814,1128,36.107018,128.316608,145.14,0,0
27043086,20193338814,1138,36.108,128.316576,142.63,0,0
27043116,20193338814,1148,36.108955,128.31643,130.8,0,0
27043146,20193338814,1158,36.109909,128.316801,136.29,0,0
27043176,20193338814,1168,36.110909,128.316531,123.47,0,0
27043206,20193338814,1178,36.111866,128.316084,114.54,0,0
27043236,20193338814,1188,36.112458,128.315602,116.48,0,0
27043276,20193338814,1201,36.11346,128.315381,115.46,0,0
27038667,20193338814,11,36.113772,128.31551,112.46,0,0
27038677,20193338814,21,36.114109,128.315381,110.67,0,0
27038687,20193338814,31,36.114903,128.31602,107.52,0,0
27038697,20193338814,41,36.11562,128.316584,107.89,0,0
27038707,20193338814,51,36.116434,128.317302,117.38,0,0
27038717,20193338814,56,36.116712,128.317799,120.02,0,0
27038727,20193338814,59,36.116747,128.318162,117.84,0,0
27038747,20193338814,66,36.117266,128.318653,108.82,0,0
27038787,20193338814,79,36.118083,128.319782,98.46,0,0
27038817,20193338814,89,36.118886,128.32022,108.63,0,0
27038827,20193338814,92,36.119166,128.320212,109.47,0,0
27038857,20193338814,102,36.120059,128.319692,116.6,0,0
27039017,20193338814,135,36.121298,128.320858,95.38,0,0
27039027,20193338814,137,36.121408,128.321108,96,0,0
27039037,20193338814,139,36.121531,128.321295,91.78,0,0
27039047,20193338814,141,36.121703,128.321375,79.69,0,0
27039067,20193338814,145,36.121991,128.321584,92,0,0
27039167,20193338814,164,36.12268,128.323858,88.01,0,0
27039497,20193338814,230,36.124112,128.329306,68.16,0,0
27039617,20193338814,255,36.122565,128.33027,57.4,0,0
27039637,20193338814,261,36.122174,128.33028,83.05,0,0
27039657,20193338814,268,36.121636,128.330609,105.49,0,0
27039727,20193338814,284,36.120315,128.330386,122.25,0,0
27039737,20193338814,286,36.120133,128.330461,132.8,0,0
27039747,20193338814,288,36.119957,128.330526,138.38,0,0
27039777,20193338814,298,36.119896,128.329648,159.08,0,0
27039797,20193338814,305,36.120145,128.328884,166.74,0,0
27039907,20193338814,327,36.118972,128.326807,144.74,0,0
27039997,20193338814,340,36.118758,128.325491,151.79,0,0
27040027,20193338814,344,36.11858,128.325104,164.45,0,0
27040047,20193338814,347,36.118499,128.324788,146.2,0,0
27040157,20193338814,362,36.118286,128.323237,180.41,0,0
27040247,20193338814,375,36.117805,128.323019,200.84,0,0
27040317,20193338814,388,36.116671,128.3233,185.48,0,0
27040347,20193338814,394,36.116161,128.323266,207.02,0,0
27040357,20193338814,396,36.115998,128.323142,213.72,0,0
27040367,20193338814,398,36.115801,128.323141,214.97,0,0
27040377,20193338814,400,36.115641,128.323106,218.84,0,0
27040387,20193338814,402,36.115485,128.323092,230.6,0,0
27040417,20193338814,408,36.114995,128.323069,235.57,0,0
27040447,20193338814,414,36.11459,128.322797,268.27,0,0
27040457,20193338814,416,36.11446,128.322757,275.84,0,0
27040467,20193338814,418,36.114346,128.322636,283.41,0,0
27040477,20193338814,420,36.114173,128.322534,287.49,0,0
27040487,20193338814,422,36.114001,128.322444,289.31,0,0
27040527,20193338814,428,36.113447,128.322289,265.43,0,0
27040567,20193338814,434,36.113044,128.321932,280.8,0,0
27040617,20193338814,441,36.112451,128.321776,252.16,0,0
27040647,20193338814,445,36.112131,128.322068,257.96,0,0
27040727,20193338814,457,36.111094,128.322096,272.79,0,0
27040757,20193338814,461,36.110779,128.321764,271.96,0,0
27040917,20193338814,484,36.108937,128.32105,282.24,0,0
27040947,20193338814,488,36.108574,128.320973,283.32,0,0
27040967,20193338814,491,36.108364,128.321199,273.77,0,0
27041017,20193338814,498,36.107911,128.321776,272.32,0,0
27041187,20193338814,522,36.105786,128.321662,265.9,0,0
27041247,20193338814,531,36.105154,128.322338,272.93,0,0
27041327,20193338814,545,36.103957,128.322819,250.77,0,0
27041337,20193338814,547,36.103809,128.322871,258.27,0,0
27041347,20193338814,549,36.103626,128.322986,263.23,0,0
27041377,20193338814,555,36.103311,128.323405,280.83,0,0
27041517,20193338814,587,36.100737,128.325018,259.14,0,0
27041557,20193338814,600,36.100059,128.325652,248.57,0,0
27041577,20193338814,607,36.099634,128.325333,240.82,0,0
