,course_name,district,city_name1,length,height,hiking_road,uphill_road,downhill_road,level,level_1
68,양재대로14길~청계산입구삼거리_코스,서울특별시,강남구,3381,268,1.4,0.8,0.7,20,easy
58,에코힐하우스~성산공원_코스,서울특별시,서대문,1096,75,0.7,0.2,0.2,20,easy
60,에코힐하우스~성산공원_코스,서울특별시,서대문,1256,75,1.06,0.1,0.1,20,easy
74,연세대학교신촌캠퍼스무악학사3학사~이화여자대학교산학협력관_코스,서울특별시,서대문,1353,139,0.8,0.3,0.25,21,easy
2,연세대학교영선실~이화여자대학교산학협력관_코스,서울특별시,서대문,1134,133,0.63,0.3,0.2,20,easy
3,연세대학교영선실~이화여자대학교산학협력관_코스,서울특별시,서대문,1205,133,0.6,0.4,0.2,20,easy
71,연세대학교영선실~이화여자대학교산학협력관_코스,서울특별시,서대문,1037,133,0.64,0.2,0.2,20,easy
474,연세대학교영선실~이화여자대학교산학협력관_코스,서울특별시,서대문,1784,172,0.58,0.7,0.5,24,easy
311,연천중학교~북한산 캠핑장입구_코스,서울특별시,은평구,626,98,0.23,0.1,0.3,23,easy
289,연희어린이공원~안산도시자연공원_코스,서울특별시,서대문,1464,75,0.66,0.4,0.4,22,easy
57,연희하이츠빌라~성산공원_코스,서울특별시,서대문,1348,75,0.95,0.1,0.3,20,easy
295,염곡안1길~청계산입구삼거리_코스,서울특별시,서초구,1034,90,0.3,0.3,0.3,22,easy
833,영광교회~북한산성계곡_코스,서울특별시,종로구,7112,488,3.71,1.4,2,25,easy
422,영진빌라~덕산중학교_코스,서울특별시,은평구,3030,142,1.73,0.8,0.5,23,easy
237,영진빌라~봉산_코스,서울특별시,은평구,3578,181,2.28,1,0.3,22,easy
750,영진빌라~서울구산초등학교_코스,서울특별시,은평구,4628,182,2.53,1.2,0.9,25,easy
751,영진빌라~서울구산초등학교_코스,서울특별시,은평구,4667,182,2.57,1.2,0.9,25,easy
725,영진빌라~증산로13가길 35_코스,서울특별시,은평구,1426,135,0.23,0.6,0.6,25,easy
542,영진빌라~증산체육공원_코스,서울특별시,은평구,1450,135,0.55,0.5,0.4,24,easy
749,영진빌라~증산체육공원_코스,서울특별시,은평구,1509,135,0.4,0.5,0.6,25,easy
859,온 스토리~개화산입구_코스,서울특별시,강서구,647,83,0.15,0.4,0.1,25,easy
659,용마봉~아차산 생태공원_코스,서울특별시,중랑구,3423,317,1.52,0.3,1.6,24,easy
633,용마봉~아차산_코스,서울특별시,중랑구,1414,317,0.71,0.3,0.4,24,easy
276,용마산역 코오롱하늘채~삼봉사_코스,서울특별시,중랑구,6312,310,4.11,1.2,1,22,easy
442,용마산역 코오롱하늘채~용마봉_코스,서울특별시,중랑구,4068,310,2.6,1.27,0.2,23,easy
630,용마산역 코오롱하늘채~정각사입구 버스정류장_코스,서울특별시,중랑구,6171,317,3.47,1.1,1.6,24,easy
635,용마산역 코오롱하늘채~청명에버빌_코스,서울특별시,중랑구,588,103,0.39,0.1,0.1,24,easy
628,용마산역 코오롱하늘채~한다리마을 버스정류장_코스,서울특별시,중랑구,6184,310,3.48,1.1,1.6,24,easy
609,우면산~남태령예길중턱_코스,서울특별시,서초구,3045,247,2.05,0.2,0.8,24,easy
434,우면산~맑은샘학교_코스,서울특별시,서초구,4533,247,3.03,0.2,1.3,23,easy
768,우면산~선바위미술관위_코스,서울특별시,서초구,3468,247,2.1,0.2,1.17,25,easy
791,우면산~엠튜유니켐_코스,서울특별시,서초구,3684,247,2.18,0.2,1.3,25,easy
267,우면산~율목영농조합법인_코스,서울특별시,서초구,4590,247,3.09,0.2,1.3,22,easy
660,우이치한센터~도봉산_코스,서울특별시,강북구,6103,216,3.1,1.7,1.3,24,easy
156,우장산 정상~백상빌딩_코스,서울특별시,강서구,1210,82,0.7,0.1,0.4,22,easy
301,우장산 정상~백상빌딩_코스,서울특별시,강서구,1208,82,0.7,0.1,0.4,22,easy
310,우장산 정상~백상빌딩_코스,서울특별시,강서구,1208,81,0.7,0.1,0.4,23,easy
275,워커힐버스정류소~아차산_코스,서울특별시,광진구,5486,300,3.09,1.6,0.8,22,easy
481,원자력입구교차로~불암산(석장봉)_코스,서울특별시,노원구,4773,447,2.47,2.1,0.2,24,easy
31,원터골~청계산 원터골 버스정류장_코스,서울특별시,서초구,529,146,0.23,0.1,0.2,20,easy
717,은마뉴타운고마정센트럴빌2단지~북한산생태공원앞_코스,서울특별시,은평구,618,75,0.2,0.2,0.2,25,easy
714,은평소방서~북한산 캠핑장입구_코스,서울특별시,은평구,885,107,0.3,0.3,0.29,25,easy
392,은평종합사회복지관~덕산중학교_코스,서울특별시,은평구,3303,142,1.7,0.9,0.7,23,easy
94,은평종합사회복지관~봉산_코스,서울특별시,은평구,3861,181,2.36,1.1,0.4,21,easy
561,은평종합사회복지관~서울구산초등학교_코스,서울특별시,은평구,4739,182,2.44,1.2,1.1,24,easy
580,은평종합사회복지관~서울구산초등학교_코스,서울특별시,은평구,4700,182,2.4,1.2,1.1,24,easy
757,은평종합사회복지관~증산로13가길 35_코스,서울특별시,은평구,1077,78,0.58,0.3,0.2,25,easy
366,은평중학교~봉산_코스,서울특별시,은평구,5179,184,2.78,1,1.4,23,easy
375,은평중학교~봉산_코스,서울특별시,은평구,4648,182,2.45,0.9,1.3,23,easy
412,은평중학교~봉산_코스,서울특별시,은평구,5017,184,2.62,1.1,1.3,23,easy
540,은평중학교~봉산_코스,서울특별시,은평구,4814,182,2.41,0.9,1.5,24,easy
497,은평중학교~증산로13가길 35_코스,서울특별시,은평구,4546,182,1.95,1,1.6,24,easy
496,은평중학교~증산로1길 26_코스,서울특별시,은평구,5470,184,2.87,0.9,1.7,24,easy
404,은평중학교~증산체육공원_코스,서울특별시,은평구,5075,184,2.5,1,1.58,23,easy
726,은평중학교~증산체육공원_코스,서울특별시,은평구,4797,182,2,1.2,1.6,25,easy
764,은평터널로9길 22~덕산중학교_코스,서울특별시,은평구,1708,132,0.8,0.4,0.5,25,easy
238,은평터널로9길 22~봉산_코스,서울특별시,은평구,2473,181,1.57,0.6,0.3,22,easy
360,은평터널로9길 22~증산로13가길 35_코스,서울특별시,은평구,1922,142,0.82,0.4,0.7,23,easy
740,은평터널로9길 22~증산로1길 26_코스,서울특별시,은평구,2620,142,1,0.6,1,25,easy
512,은평터널로9길 22~증산체육공원_코스,서울특별시,은평구,1965,142,0.97,0.4,0.6,24,easy
528,은평터널로9길 22~증산체육공원_코스,서울특별시,은평구,2210,142,0.7,0.6,0.9,24,easy
297,은혜와진리교회~대모산_코스,서울특별시,강남구,2581,253,1.58,0.8,0.1,22,easy
153,이화여자대학교산학협력관_코스,서울특별시,서대문,1046,169,0.25,0.4,0.4,22,easy
300,이화여자대학교산학협력관_코스,서울특별시,서대문,1046,169,0.45,0.3,0.3,22,easy
698,이화여자대학교산학협력관~금륜사_코스,서울특별시,서대문,1275,172,0.68,0.2,0.4,25,easy
465,이화여자대학교산학협력관~봉원사길 버스정류장_코스,서울특별시,서대문,2104,191,0.6,0.6,0.8,23,easy
307,이화여자대학교산학협력관~안산_코스,서울특별시,서대문,1369,265,0.47,0.8,0.1,23,easy
147,이화여자대학교산학협력관~연세대학교신촌캠퍼스무악학사3학사_코스,서울특별시,서대문,1353,139,0.9,0.2,0.25,21,easy
1,이화여자대학교산학협력관~연세대학교영선실_코스,서울특별시,서대문,1037,133,0.54,0.2,0.3,20,easy
857,이화여자대학교산학협력관~연세대학교영선실_코스,서울특별시,서대문,1713,172,0.81,0.5,0.4,25,easy
154,이화여자대학교산학협력관~혜성빌_코스,서울특별시,서대문,1997,191,0.7,0.6,0.6,22,easy
475,이화여자대학교산학협력관~혜성빌_코스,서울특별시,서대문,1640,172,0.94,0.5,0.2,24,easy
851,일원터널교차로~구룡산제1호 공영주차장_코스,서울특별시,강남구,1453,112,0.55,0.4,0.5,25,easy
477,자하문고개 윤동주문학관 버스정류장~북악산공원지킴이터_코스,서울특별시,종로구,4572,304,2.37,1.2,1,24,easy
690,자하문고개 윤동주문학관 버스정류장~북악산공원지킴이터_코스,서울특별시,종로구,4674,304,2.37,1.2,1.1,24,easy
431,장군봉~돌산(국기대)_코스,서울특별시,관악구,1979,396,0.88,0.1,1,23,easy
435,장군봉~돌산(국기대)_코스,서울특별시,관악구,1979,396,0.88,0.1,1,23,easy
777,장군봉~돌산_코스,서울특별시,관악구,1437,396,0.4,0.04,1,25,easy
605,장군봉~삼성산국기대_코스,서울특별시,관악구,2270,441,0.87,0.8,0.6,24,easy
39,전농3동경로당~배봉산근린공원_코스,서울특별시,동대문,895,87,0.5,0.3,0.1,20,easy
53,정릉그린빌라~북한산국립공원 관리사무소 주차장_코스,서울특별시,성북구,952,182,0.75,0.1,0.1,20,easy
42,정릉그린빌라~북한산국립공원사무소_코스,서울특별시,성북구,906,182,0.7,0.1,0.1,20,easy
847,정선~구룡산제1호 공영주차장_코스,서울특별시,강남구,4314,262,2,1.1,1.1,25,easy
712,정수빌라~북한산 캠핑장입구_코스,서울특별시,은평구,709,100,0.3,0.2,0.2,25,easy
167,정우너여자중학교~산골마을주거환경개선지구_코스,서울특별시,서대문,2330,180,1.23,0.5,0.6,22,easy
168,정우너여자중학교~산골마을주거환경개선지구_코스,서울특별시,서대문,2416,180,0.92,0.6,0.9,22,easy
674,족두리봉~북한산성계곡_코스,서울특별시,은평구,7483,491,3.78,1.6,2.1,24,easy
662,족두리봉~북한산성분소_코스,서울특별시,은평구,12016,375,6.48,2.4,3,24,easy
676,족두리봉~북한산성탐방지원센터_코스,서울특별시,은평구,6817,377,3.32,1.5,2,24,easy
90,증산로13가길 35_코스,서울특별시,은평구,2317,142,1.1,0.6,0.6,21,easy
105,증산로13가길 35_코스,서울특별시,은평구,2317,142,1.02,0.5,0.8,21,easy
186,증산로13가길 35_코스,서울특별시,은평구,1848,138,1.05,0.5,0.3,22,easy
189,증산로13가길 35_코스,서울특별시,은평구,418,71,0.22,0.1,0.1,22,easy
193,증산로13가길 35_코스,서울특별시,은평구,3044,142,1.54,0.8,0.7,22,easy
214,증산로13가길 35_코스,서울특별시,은평구,987,78,0.59,0.2,0.2,22,easy
230,증산로13가길 35_코스,서울특별시,은평구,418,71,0.22,0.1,0.1,22,easy
240,증산로13가길 35_코스,서울특별시,은평구,987,78,0.79,0.1,0.1,22,easy
260,증산로13가길 35_코스,서울특별시,은평구,3044,142,1.34,0.8,0.9,22,easy
531,증산로13가길 35_코스,서울특별시,은평구,2014,138,0.81,0.5,0.7,24,easy
559,증산로13가길 35_코스,서울특별시,은평구,2014,138,1.01,0.5,0.5,24,easy
403,증산로13가길 35~가온누리빌_코스,서울특별시,은평구,4416,182,2.42,1.1,0.9,23,easy
590,증산로13가길 35~남경하이츠빌라_코스,서울특별시,은평구,4417,182,2.52,1,0.9,24,easy
242,증산로13가길 35~녹원에버빌_코스,서울특별시,은평구,1695,135,0.7,0.5,0.5,22,easy
190,증산로13가길 35~덕산중학교_코스,서울특별시,은평구,2911,142,1.51,0.8,0.6,22,easy
18,증산로13가길 35~봉산_코스,서울특별시,은평구,3672,181,2.27,1,0.4,20,easy
513,증산로13가길 35~서울구산초등학교_코스,서울특별시,은평구,4510,182,2.4,1.1,1,24,easy
563,증산로13가길 35~서울구산초등학교_코스,서울특별시,은평구,4549,182,2.45,1.1,1,24,easy
106,증산로13가길 35~수색로18나길_코스,서울특별시,은평구,1653,135,0.6,0.5,0.55,21,easy
341,증산로13가길 35~수색로22가길 5_코스,서울특별시,은평구,2044,138,1.04,0.4,0.6,23,easy
345,증산로13가길 35~수색로22길 23-6_코스,서울특별시,은평구,2051,138,1.05,0.5,0.5,23,easy
380,증산로13가길 35~숭실100주년기념관_코스,서울특별시,은평구,1826,142,0.83,0.7,0.3,23,easy
182,증산로13가길 35~숭실고등학교_코스,서울특별시,은평구,1871,142,0.8,0.7,0.37,22,easy
110,증산로13가길 35~신동아빌라_코스,서울특별시,은평구,1761,135,0.76,0.5,0.5,21,easy
361,증산로13가길 35~신동아빌라_코스,서울특별시,은평구,1693,138,0.6,0.6,0.49,23,easy
369,증산로13가길 35~신동아빌라_코스,서울특별시,은평구,1923,138,0.92,0.5,0.5,23,easy
16,증산로13가길 35~신사동 237-484_코스,서울특별시,은평구,2100,142,0.8,0.8,0.5,20,easy
109,증산로13가길 35~신사동 237-484_코스,서울특별시,은평구,2030,142,0.9,0.7,0.4,21,easy
212,증산로13가길 35~신사동 237-484_코스,서울특별시,은평구,2060,142,0.86,0.8,0.4,22,easy
222,증산로13가길 35~신사동 237-484_코스,서울특별시,은평구,2018,142,0.82,0.8,0.4,22,easy
569,증산로13가길 35~신사동 237-484_코스,서울특별시,은평구,2160,142,0.86,0.9,0.4,24,easy
735,증산로13가길 35~영진빌라_코스,서울특별시,은평구,1426,135,0.43,0.5,0.5,25,easy
738,증산로13가길 35~은평종합사회복지관_코스,서울특별시,은평구,1077,78,0.4,0.3,0.38,25,easy
581,증산로13가길 35~은평중학교_코스,서울특별시,은평구,4546,182,2.45,1.3,0.8,24,easy
365,증산로13가길 35~은평터널로9길 22_코스,서울특별시,은평구,1922,142,0.82,0.7,0.4,23,easy
728,증산로13가길 35~증산로1길 26_코스,서울특별시,은평구,1341,78,0.74,0.3,0.3,25,easy
27,증산로13가길 35~증산체육공원_코스,서울특별시,은평구,499,67,0.2,0.1,0.2,20,easy
533,증산로13가길 35~증산체육공원_코스,서울특별시,은평구,968,78,0.3,0.3,0.37,24,easy
178,증산로13가길 35~초원빌라_코스,서울특별시,은평구,4436,184,2.44,1,1,22,easy
24,증산로13가길 35~환희정사_코스,서울특별시,은평구,1448,142,0.65,0.6,0.2,20,easy
394,증산로1길 26~가온누리빌_코스,서울특별시,은평구,4908,182,3,0.8,1.1,23,easy
553,증산로1길 26~남경하이츠빌라_코스,서울특별시,은평구,4903,182,2.9,1,1,24,easy
570,증산로1길 26~녹원에버빌_코스,서울특별시,은평구,2186,135,1.3,0.3,0.59,24,easy
332,증산로1길 26~덕산중학교_코스,서울특별시,은평구,3603,142,2.1,0.8,0.7,23,easy
92,증산로1길 26~봉산_코스,서울특별시,은평구,4163,181,2.96,0.8,0.4,21,easy
509,증산로1길 26~서울구산초등학교_코스,서울특별시,은평구,4996,182,3,1,1,24,easy
544,증산로1길 26~서울구산초등학교_코스,서울특별시,은평구,5035,182,3,1,1,24,easy
377,증산로1길 26~수색로18나길_코스,서울특별시,은평구,2145,135,1.25,0.3,0.6,23,easy
593,증산로1길 26~수색로22가길 5_코스,서울특별시,은평구,2536,138,1.54,0.3,0.7,24,easy
585,증산로1길 26~수색로22길 23-6_코스,서울특별시,은평구,2543,138,1.64,0.3,0.6,24,easy
589,증산로1길 26~숭실100주년기념관_코스,서울특별시,은평구,2319,142,1.42,0.5,0.4,24,easy
557,증산로1길 26~숭실고등학교_코스,서울특별시,은평구,2568,142,1.4,0.7,0.47,24,easy
228,증산로1길 26~신동아빌라_코스,서울특별시,은평구,2253,135,1.35,0.3,0.6,22,easy
521,증산로1길 26~신동아빌라_코스,서울특별시,은평구,2415,138,1.5,0.3,0.6,24,easy
730,증산로1길 26~신동아빌라_코스,서울특별시,은평구,2193,138,1.5,0.3,0.39,25,easy
83,증산로1길 26~신사동 237-484_코스,서울특별시,은평구,2595,142,1.6,0.5,0.5,21,easy
256,증산로1길 26~신사동 237-484_코스,서울특별시,은평구,2595,142,1.7,0.5,0.4,22,easy
372,증산로1길 26~신사동 237-484_코스,서울특별시,은평구,2552,142,1.55,0.5,0.5,23,easy
565,증산로1길 26~신사동 237-484_코스,서울특별시,은평구,2652,142,1.45,0.7,0.5,24,easy
600,증산로1길 26~신사동 237-484_코스,서울특별시,은평구,2688,142,1.4,0.7,0.59,24,easy
572,증산로1길 26~은평중학교_코스,서울특별시,은평구,5470,184,3.37,1.1,1,24,easy
744,증산로1길 26~은평터널로9길 22_코스,서울특별시,은평구,2620,142,1.42,0.7,0.5,25,easy
736,증산로1길 26~증산로13가길 35_코스,서울특별시,은평구,1341,78,1.04,0.1,0.2,25,easy
251,증산로1길 26~초원빌라_코스,서울특별시,은평구,4927,184,3.13,0.8,1,22,easy
210,증산로1길 26~환희정사_코스,서울특별시,은평구,2032,142,1.43,0.4,0.2,22,easy
174,증산체육공원_코스,서울특별시,은평구,3048,142,1.35,0.8,0.9,22,easy
184,증산체육공원_코스,서울특별시,은평구,3048,142,1.55,0.8,0.7,22,easy
191,증산체육공원_코스,서울특별시,은평구,2398,142,0.9,0.8,0.7,22,easy
197,증산체육공원_코스,서울특별시,은평구,1929,138,0.93,0.5,0.5,22,easy
209,증산체육공원_코스,서울특별시,은평구,2398,142,1.1,0.5,0.8,22,easy
239,증산체육공원_코스,서울특별시,은평구,3125,142,1.33,0.8,1,22,easy
246,증산체육공원_코스,서울특별시,은평구,2320,142,1.02,0.7,0.6,22,easy
252,증산체육공원_코스,서울특별시,은평구,2320,142,1,0.5,0.8,22,easy
255,증산체육공원_코스,서울특별시,은평구,3125,142,1.43,0.9,0.8,22,easy
398,증산체육공원_코스,서울특별시,은평구,1852,138,0.95,0.7,0.2,23,easy
499,증산체육공원_코스,서울특별시,은평구,2095,138,0.8,0.5,0.8,24,easy
539,증산체육공원_코스,서울특별시,은평구,2010,138,0.71,0.6,0.7,24,easy
562,증산체육공원_코스,서울특별시,은평구,2010,138,0.7,0.5,0.8,24,easy
582,증산체육공원_코스,서울특별시,은평구,2095,138,0.8,0.5,0.8,24,easy
742,증산체육공원_코스,서울특별시,은평구,673,86,0.2,0.3,0.17,25,easy
753,증산체육공원_코스,서울특별시,은평구,673,86,0.2,0.2,0.27,25,easy
338,증산체육공원~가온누리빌_코스,서울특별시,은평구,4499,182,2.2,1.2,1.1,23,easy
347,증산체육공원~가온누리빌_코스,서울특별시,은평구,4459,182,2.36,1.2,0.9,23,easy
503,증산체육공원~남경하이츠빌라_코스,서울특별시,은평구,4491,182,2.09,1.3,1.1,24,easy
504,증산체육공원~남경하이츠빌라_코스,서울특별시,은평구,4460,182,2.36,1.3,0.8,24,easy
350,증산체육공원~녹원에버빌_코스,서울특별시,은평구,1777,135,0.6,0.5,0.68,23,easy
248,증산체육공원~덕산중학교_코스,서울특별시,은평구,3194,142,1.4,1,0.79,22,easy
22,증산체육공원~봉산_코스,서울특별시,은평구,3751,181,2.05,1.1,0.6,20,easy
87,증산체육공원~봉산_코스,서울특별시,은평구,3676,181,2.28,1,0.4,21,easy
511,증산체육공원~서울구산초등학교_코스,서울특별시,은평구,4592,182,2.49,1.3,0.8,24,easy
524,증산체육공원~서울구산초등학교_코스,서울특별시,은평구,4586,182,2.2,1.4,0.99,24,easy
555,증산체육공원~서울구산초등학교_코스,서울특별시,은평구,4625,182,2.2,1.4,1,24,easy
558,증산체육공원~서울구산초등학교_코스,서울특별시,은평구,4552,182,2.45,1.3,0.8,24,easy
249,증산체육공원~수색로18나길_코스,서울특별시,은평구,1736,135,0.5,0.5,0.74,22,easy
376,증산체육공원~수색로18나길_코스,서울특별시,은평구,1638,135,0.24,0.7,0.7,23,easy
408,증산체육공원~수색로22가길 5_코스,서울특별시,은평구,2125,138,0.83,0.5,0.8,23,easy
506,증산체육공원~수색로22가길 5_코스,서울특별시,은평구,1997,138,0.8,0.6,0.6,24,easy
349,증산체육공원~수색로22길 23-6_코스,서울특별시,은평구,2046,138,0.75,0.6,0.7,23,easy
371,증산체육공원~수색로22길 23-6_코스,서울특별시,은평구,2132,138,0.93,0.5,0.7,23,easy
379,증산체육공원~숭실100주년기념관_코스,서울특별시,은평구,1908,142,0.7,0.8,0.4,23,easy
578,증산체육공원~숭실100주년기념관_코스,서울특별시,은평구,1830,142,0.83,0.7,0.3,24,easy
333,증산체육공원~숭실고등학교_코스,서울특별시,은평구,2158,142,0.7,0.9,0.56,23,easy
390,증산체육공원~숭실고등학교_코스,서울특별시,은평구,1913,142,0.81,0.7,0.4,23,easy
91,증산체육공원~신동아빌라_코스,서울특별시,은평구,1843,135,0.64,0.5,0.7,21,easy
224,증산체육공원~신동아빌라_코스,서울특별시,은평구,1714,135,0.51,0.6,0.6,22,easy
514,증산체육공원~신동아빌라_코스,서울특별시,은평구,2004,138,0.8,0.5,0.7,24,easy
575,증산체육공원~신동아빌라_코스,서울특별시,은평구,1697,138,0.6,0.6,0.5,24,easy
592,증산체육공원~신동아빌라_코스,서울특별시,은평구,1782,138,0.8,0.5,0.48,24,easy
745,증산체육공원~신동아빌라_코스,서울특별시,은평구,1877,138,0.78,0.6,0.5,25,easy
19,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2183,142,0.9,0.6,0.68,20,easy
108,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2185,142,0.89,0.8,0.5,21,easy
205,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2068,142,0.7,0.9,0.47,22,easy
213,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2140,142,0.84,0.6,0.7,22,easy
383,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2067,142,0.7,0.97,0.4,23,easy
397,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2278,142,0.78,0.9,0.6,23,easy
566,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2242,142,0.7,0.9,0.64,24,easy
571,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2007,142,0.8,0.7,0.5,24,easy
588,증산체육공원~신사동 237-484_코스,서울특별시,은평구,2002,142,0.8,0.7,0.5,24,easy
530,증산체육공원~영진빌라_코스,서울특별시,은평구,1450,135,0.15,0.7,0.6,24,easy
747,증산체육공원~영진빌라_코스,서울특별시,은평구,1509,135,0.4,0.5,0.6,25,easy
401,증산체육공원~은평중학교_코스,서울특별시,은평구,5075,184,2.78,1.3,1,23,easy
754,증산체육공원~은평중학교_코스,서울특별시,은평구,4797,182,2.1,1.6,1.1,25,easy
529,증산체육공원~은평터널로9길 22_코스,서울특별시,은평구,2210,142,0.7,0.9,0.6,24,easy
564,증산체육공원~은평터널로9길 22_코스,서울특별시,은평구,1965,142,0.8,0.7,0.47,24,easy
29,증산체육공원~증산로13가길 35_코스,서울특별시,은평구,499,67,0.2,0.2,0.1,20,easy
196,증산체육공원~초원빌라_코스,서울특별시,은평구,4484,184,2.2,1.3,0.98,22,easy
219,증산체육공원~초원빌라_코스,서울특별시,은평구,4518,184,2.22,1.2,1.1,22,easy
20,증산체육공원~환희정사_코스,서울특별시,은평구,1622,142,0.72,0.6,0.3,20,easy
263,증산체육공원~환희정사_코스,서울특별시,은평구,1538,142,0.64,0.6,0.3,22,easy
148,진달래능선~청계산입구역_코스,서울특별시,서초구,1359,239,0.4,0.1,0.7,21,easy
303,천화골든빌라~해맞이동산_코스,서울특별시,종로구,1137,131,0.3,0.5,0.34,22,easy
706,천화골든빌라~해맞이동산_코스,서울특별시,종로구,824,131,0.12,0.4,0.3,25,easy
810,청계산 원터골 버스정류장~과천센트럴파크푸르지오써밋_코스,서울특별시,서초구,7603,392,3.5,1.9,2.2,25,easy
809,청계산 원터골 버스정류장~관문초등학교_코스,서울특별시,서초구,6138,392,2.84,1.5,1.8,25,easy
811,청계산 원터골 버스정류장~다람쥐광장_코스,서울특별시,서초구,7415,392,3.3,2.2,1.9,25,easy
467,청계산 원터골 버스정류장~신원동출발점_코스,서울특별시,서초구,750,134,0.35,0.1,0.3,23,easy
69,청계산 원터골 버스정류장~원터골_코스,서울특별시,서초구,529,146,0.03,0.3,0.2,20,easy
639,청계산기도원~과천센트럴파크푸르지오써밋_코스,서울특별시,서초구,7590,412,4.09,1.4,2.1,24,easy
807,청계산기도원~관문초등학교_코스,서울특별시,서초구,6160,412,3.46,1.1,1.6,25,easy
637,청계산기도원~청계산입구역_코스,서울특별시,서초구,1661,246,0.3,0.2,1,24,easy
808,청계산숲자람터~과천센트럴파크푸르지오써밋_코스,서울특별시,서초구,7122,392,3.22,1.9,2,25,easy
67,청계산입구삼거리~양재대로14길_코스,서울특별시,서초구,3381,268,1.78,0.5,0.9,20,easy
298,청계산입구삼거리~염곡안1길_코스,서울특별시,서초구,1034,90,0.43,0.2,0.4,22,easy
445,청계산입구역~과천센트럴파크푸르지오써밋_코스,서울특별시,서초구,8249,392,3.95,2.1,2.1,23,easy
444,청계산입구역~관문초등학교_코스,서울특별시,서초구,6822,392,3.22,1.9,1.6,23,easy
638,청계산입구역~다람쥐광장_코스,서울특별시,서초구,8118,392,3.72,2.4,1.9,24,easy
636,청계산입구역~청계산기도원_코스,서울특별시,서초구,1661,246,0.6,0.86,0.1,24,easy
454,청기와빌라~도봉산계곡_코스,서울특별시,도봉구,2685,271,1.39,1.2,0.1,23,easy
632,청명에버빌~용마산역 코오롱하늘채_코스,서울특별시,중랑구,588,103,0.39,0.1,0.1,24,easy
64,청솔빌리지~구룡산_코스,서울특별시,강남구,3134,259,2.23,0.7,0.1,20,easy
202,초원빌라~봉산_코스,서울특별시,은평구,4464,184,2.26,1,1.2,22,easy
215,초원빌라~봉산_코스,서울특별시,은평구,4720,184,2.72,0.7,1.3,22,easy
229,초원빌라~봉산_코스,서울특별시,은평구,4554,184,2.75,0.7,1.1,22,easy
232,초원빌라~봉산_코스,서울특별시,은평구,4575,184,2.38,1,1.2,22,easy
385,초원빌라~봉산_코스,서울특별시,은평구,4065,184,2,1,1.07,23,easy
762,초원빌라~봉산_코스,서울특별시,은평구,2947,184,1.35,0.7,0.9,25,easy
188,초원빌라~증산로13가길 35_코스,서울특별시,은평구,4436,184,2.24,1,1.2,22,easy
207,초원빌라~증산로1길 26_코스,서울특별시,은평구,4927,184,2.73,1.1,1.1,22,easy
173,초원빌라~증산체육공원_코스,서울특별시,은평구,4518,184,2.22,1,1.3,22,easy
185,초원빌라~증산체육공원_코스,서울특별시,은평구,4484,184,2.3,1,1.18,22,easy
299,탄허기념박물관~대모산_코스,서울특별시,강남구,2482,253,1.48,0.8,0.1,22,easy
32,태청그린빌라~봉제산 근린공원_코스,서울특별시,강서구,1535,108,0.94,0.2,0.4,20,easy
278,한광고등학교~농림축산검역본부 서울지역본부_코스,서울특별시,강서구,1007,113,0.4,0.4,0.2,22,easy
120,한광고등학교~봉제산 근린공원_코스,서울특별시,강서구,1531,113,0.73,0.4,0.4,21,easy
813,한광고등학교~봉제산 근린공원_코스,서울특별시,강서구,1346,113,0.55,0.4,0.4,25,easy
121,한광고등학교~봉제산공원_코스,서울특별시,강서구,961,113,0.5,0.4,0.06,21,easy
163,한빛 하우스~산골마을주거환경개선지구_코스,서울특별시,서대문,1650,163,1.15,0.3,0.2,22,easy
785,한우리 어린이집~돌산(국기대)_코스,서울특별시,금천구,5485,297,2.59,1.8,1.1,25,easy
793,한우리 어린이집~돌산(국기대)_코스,서울특별시,금천구,5485,297,2.59,1.8,1.1,25,easy
4,해맞이동산~단군성전_코스,서울특별시,종로구,1407,131,0.8,0.2,0.4,20,easy
302,해맞이동산~천화골든빌라_코스,서울특별시,종로구,1137,131,0.64,0.2,0.3,22,easy
705,해맞이동산~천화골든빌라_코스,서울특별시,종로구,824,131,0.32,0.2,0.3,25,easy
159,현대 빌리지~홍은동산교회_코스,서울특별시,서대문,3287,180,1.4,0.9,0.99,22,easy
277,현대빌라트~아차산_코스,서울특별시,광진구,5506,300,3.2,1.8,0.5,22,easy
437,현대빌라트~아차산_코스,서울특별시,광진구,5481,300,2.98,1.9,0.6,23,easy
448,현대하이츠빌라~봉제산 근린공원_코스,서울특별시,강서구,1359,105,0.56,0.5,0.3,23,easy
36,현대하이츠빌라~봉제산공원_코스,서울특별시,강서구,1171,108,0.6,0.5,0.07,20,easy
155,혜성빌~이화여자대학교산학협력관_코스,서울특별시,서대문,1997,191,1.1,0.3,0.6,22,easy
440,홍우그린빌라~아차산_코스,서울특별시,광진구,5023,300,2.92,1.7,0.4,23,easy
