,course_name,district,city_name1,length,height,hiking_road,uphill_road,downhill_road,level,level_1
50,북한산국립공원 관리사무소 주차장~정릉그린빌라_코스,서울특별시,성북구,952,182,0.65,0.1,0.2,20,easy
821,북한산국립공원 수유분소~북한산우이역_코스,서울특별시,강북구,4471,161,2.17,0.9,1.4,25,easy
840,북한산국립공원 수유분소~서라벌중학교후분_코스,서울특별시,강북구,3140,123,1.5,0.7,0.9,25,easy
842,북한산국립공원 수유분소~서라벌중학교후분_코스,서울특별시,강북구,3375,125,1.78,0.6,1,25,easy
661,북한산국립공원사무소~빨래골매표소_코스,서울특별시,성북구,2281,223,1,0.4,0.88,24,easy
671,북한산국립공원사무소~빨래골매표소_코스,서울특별시,성북구,2239,223,1.04,0.3,0.9,24,easy
838,북한산국립공원사무소~빨래골매표소_코스,서울특별시,성북구,3341,272,1.44,0.3,1.6,25,easy
44,북한산국립공원사무소~정릉그린빌라_코스,서울특별시,성북구,906,182,0.6,0.1,0.2,20,easy
40,북한산둘레길8구간~북한산성분소_코스,서울특별시,은평구,6400,227,3.9,0.9,1.6,20,easy
43,북한산둘레길8구간~북한산성분소_코스,서울특별시,은평구,11191,282,6.99,2.09,2,20,easy
49,북한산둘레길8구간~북한산성탐방지원센터_코스,서울특별시,은평구,6231,227,3.83,0.8,1.6,20,easy
51,북한산둘레길8구간~북한성입구 교차로_코스,서울특별시,은평구,6630,227,4.2,0.8,1.6,20,easy
670,북한산둘레길8구간~삼천교_코스,서울특별시,은평구,3796,227,1.7,0.6,1.5,24,easy
828,북한산둘레길8구간~삼천사계곡_코스,서울특별시,은평구,3956,227,1.76,0.7,1.5,25,easy
287,북한산둘레길8구간~상장봉_코스,서울특별시,은평구,12120,482,6.8,3.03,2.3,22,easy
663,북한산둘레길8구간~원효봉_코스,서울특별시,은평구,8169,478,4.27,2.3,1.6,24,easy
827,북한산둘레길8구간~의상봉_코스,서울특별시,은평구,7039,458,3.64,1.9,1.5,25,easy
708,북한산생태공원앞_코스,서울특별시,은평구,614,89,0.4,0.1,0.1,25,easy
710,북한산생태공원앞_코스,서울특별시,은평구,614,89,0.3,0.1,0.2,25,easy
716,북한산생태공원앞_코스,서울특별시,은평구,1050,103,0.55,0.3,0.2,25,easy
482,북한산생태공원앞~송광빌라_코스,서울특별시,은평구,540,88,0.14,0.1,0.3,24,easy
713,북한산생태공원앞~송광빌라_코스,서울특별시,은평구,1034,103,0.33,0.3,0.4,25,easy
711,북한산생태공원앞~은마뉴타운고마정센트럴빌2단지_코스,서울특별시,은평구,618,75,0.3,0.1,0.2,25,easy
134,북한산성분소~발바닥바위_코스,서울특별시,은평구,4937,349,3.14,1.4,0.4,21,easy
673,북한산성분소~발바닥바위_코스,서울특별시,은평구,5537,345,3.1,1.4,1.04,24,easy
48,북한산성분소~북한산둘레길8구간_코스,서울특별시,은평구,6400,227,4.3,1.3,0.8,20,easy
47,북한산성분소~북한산성탐방지원센터_코스,서울특별시,은평구,4972,282,3,1.4,0.5,20,easy
680,북한산성분소~비법정탐방로_코스,서울특별시,은평구,7418,377,3.7,1.8,1.9,24,easy
677,북한산성분소~상장봉_코스,서울특별시,은평구,5906,482,3,2,0.6,24,easy
52,북한산성분소~서은평경찰서_코스,서울특별시,은평구,6475,158,4.78,0.7,1,20,easy
461,북한산성탐방지원센터~구기터널통제소출발점 매표소_코스,서울특별시,은평구,7032,377,3.63,1.8,1.6,23,easy
826,북한산성탐방지원센터~구기터널통제소출발점_코스,서울특별시,은평구,7174,377,3.3,1.9,1.97,25,easy
835,북한산성탐방지원센터~금선사_코스,서울특별시,은평구,6213,488,3.31,1.9,1,25,easy
132,북한산성탐방지원센터~발바닥바위_코스,서울특별시,은평구,4768,349,3.2,1.27,0.3,21,easy
666,북한산성탐방지원센터~발바닥바위_코스,서울특별시,은평구,5367,345,3.2,1.2,0.97,24,easy
54,북한산성탐방지원센터~북한산둘레길8구간_코스,서울특별시,은평구,6231,227,3.9,1.43,0.9,20,easy
825,북한산성탐방지원센터~비법정탐방로_코스,서울특별시,은평구,7343,377,3.04,2,2.3,25,easy
458,북한산성탐방지원센터~상장봉_코스,서울특별시,은평구,5894,482,3.3,2.09,0.5,23,easy
460,북한산성탐방지원센터~응봉_코스,서울특별시,은평구,4180,302,2.78,1,0.4,23,easy
679,북한산성탐방지원센터~족두리봉_코스,서울특별시,은평구,6817,377,3.42,1.9,1.5,24,easy
128,북한산성탐방지원센터~진관사계곡_코스,서울특별시,은평구,3663,134,2.9,0.46,0.3,21,easy
131,북한산성탐방지원센터~향로봉_코스,서울특별시,은평구,5415,494,3.1,2,0.3,21,easy
285,북한산성탐방지원센터~효자리계곡_코스,서울특별시,은평구,4546,179,3.3,0.75,0.4,22,easy
836,북한산우이역~북한산국립공원 수유분소_코스,서울특별시,강북구,4471,161,2.27,1,1.2,25,easy
41,북한성입구 교차로~북한산둘레길8구간_코스,서울특별시,은평구,6630,227,4.3,1.43,0.9,20,easy
459,불광1동생태공원A공영주차장~북한산성분소_코스,서울특별시,은평구,12816,375,6.53,3.46,2.82,23,easy
763,비단산 유아숲체험장~증산로17길 22_코스,서울특별시,은평구,256,43,0.06,0.1,0.1,25,easy
678,비법정탐방로~북한산성계곡_코스,서울특별시,은평구,7416,377,3.72,1.8,1.9,24,easy
665,비법정탐방로~북한산성분소_코스,서울특별시,은평구,7418,377,3.62,1.9,1.9,24,easy
830,비법정탐방로~북한산성탐방지원센터_코스,서울특별시,은평구,7343,377,3.34,1.9,2.1,25,easy
664,빨래골매표소~북한산국립공원사무소_코스,서울특별시,강북구,2239,223,1.14,0.7,0.4,24,easy
681,빨래골매표소~북한산국립공원사무소_코스,서울특별시,강북구,2281,223,1.18,0.7,0.4,24,easy
832,빨래골매표소~북한산국립공원사무소_코스,서울특별시,강북구,3341,272,1.64,1.3,0.4,25,easy
158,산골마을주거환경개선지구_코스,서울특별시,은평구,823,129,0.52,0.1,0.2,22,easy
170,산골마을주거환경개선지구_코스,서울특별시,서대문,823,129,0.42,0.2,0.2,22,easy
720,산골마을주거환경개선지구~길상사_코스,서울특별시,은평구,1404,163,0.6,0.5,0.3,25,easy
486,산골마을주거환경개선지구~명지고등학교_코스,서울특별시,은평구,2221,180,0.72,0.8,0.7,24,easy
5,산골마을주거환경개선지구~서대문노인전문요양센터_코스,서울특별시,은평구,887,129,0.5,0.1,0.29,20,easy
492,산골마을주거환경개선지구~서울시립은평병원_코스,서울특별시,은평구,1465,139,0.9,0.2,0.37,24,easy
79,산골마을주거환경개선지구~서울시립은평청소년수련관_코스,서울특별시,은평구,1288,139,1,0.1,0.19,21,easy
484,산골마을주거환경개선지구~서울시립은평청소년수련관_코스,서울특별시,은평구,1466,139,0.9,0.2,0.3,24,easy
313,산골마을주거환경개선지구~석진아트빌라_코스,서울특별시,은평구,863,126,0.3,0.2,0.36,23,easy
493,산골마을주거환경개선지구~아롱다롱이어린이집_코스,서울특별시,은평구,549,126,0.25,0.2,0.1,24,easy
162,산골마을주거환경개선지구~정우너여자중학교_코스,서울특별시,은평구,2416,180,0.92,0.8,0.7,22,easy
166,산골마을주거환경개선지구~한빛 하우스_코스,서울특별시,은평구,1650,163,0.65,0.6,0.4,22,easy
161,산골마을주거환경개선지구~현대 빌리지_코스,서울특별시,은평구,999,129,0.5,0.1,0.4,22,easy
318,산골마을주거환경개선지구~홍은동산교회_코스,서울특별시,은평구,2746,180,0.7,0.9,1.1,23,easy
837,삼각산화계사(일주문)~72보병사단 버스정류장_코스,서울특별시,강북구,13851,742,5.57,4.42,3.86,25,easy
117,삼봉사~아차산 생태공원_코스,서울특별시,중랑구,7669,300,4.6,1.07,2,21,easy
115,삼봉사~아차산_코스,서울특별시,중랑구,5657,300,4.16,1,0.5,21,easy
274,삼봉사~아차산성 유원지_코스,서울특별시,중랑구,7777,300,5.08,1,1.7,22,easy
281,삼봉사~용마산역 코오롱하늘채_코스,서울특별시,중랑구,6312,310,4.4,0.7,1.2,22,easy
672,삼천교~북한산둘레길8구간_코스,서울특별시,은평구,3796,227,2.2,1.1,0.5,24,easy
823,삼천사계곡~북한산둘레길8구간_코스,서울특별시,은평구,3956,227,1.7,1.46,0.8,25,easy
468,상사마을~개화산입구_코스,서울특별시,강서구,1579,112,0.8,0.3,0.48,23,easy
11,서대문노인전문요양센터~산골마을주거환경개선지구_코스,서울특별시,서대문,887,129,0.4,0.2,0.29,20,easy
169,서대문노인전문요양센터~홍은동산교회_코스,서울특별시,서대문,3176,180,1.3,0.8,1.08,22,easy
290,서대문지역 자활센터~성산공원_코스,서울특별시,서대문,1053,75,0.65,0.1,0.3,22,easy
824,서라벌중학교후분~북한산국립공원 수유분소_코스,서울특별시,강북구,3375,125,1.68,0.8,0.9,25,easy
841,서라벌중학교후분~북한산국립공원 수유분소_코스,서울특별시,강북구,3140,123,1.54,0.7,0.9,25,easy
136,서연중학교~안산도시자연공원_코스,서울특별시,서대문,1365,70,0.67,0.3,0.4,21,easy
137,서연중학교~안산도시자연공원_코스,서울특별시,서대문,1395,70,1,0.3,0.1,21,easy
391,서울구산초등학교~녹원에버빌_코스,서울특별시,은평구,5247,184,2.85,1.1,1.3,23,easy
328,서울구산초등학교~봉산_코스,서울특별시,은평구,5258,184,3.06,0.9,1.3,23,easy
378,서울구산초등학교~봉산_코스,서울특별시,은평구,5219,184,2.7,1.3,1.2,23,easy
395,서울구산초등학교~봉산_코스,서울특별시,은평구,5466,184,3.17,0.9,1.4,23,easy
426,서울구산초등학교~봉산_코스,서울특별시,은평구,5427,184,3.03,1.1,1.3,23,easy
545,서울구산초등학교~봉산_코스,서울특별시,은평구,4735,182,2.64,0.8,1.3,24,easy
549,서울구산초등학교~봉산_코스,서울특별시,은평구,4696,182,2.3,1.1,1.3,24,easy
550,서울구산초등학교~봉산_코스,서울특별시,은평구,4533,182,2.13,1,1.4,24,easy
410,서울구산초등학교~수색로18나길_코스,서울특별시,은평구,5215,184,2.82,1.1,1.3,23,easy
522,서울구산초등학교~수색로18나길_코스,서울특별시,은평구,4702,182,2.5,0.8,1.4,24,easy
399,서울구산초등학교~수색로22가길 5_코스,서울특별시,은평구,5454,184,2.95,0.9,1.6,23,easy
428,서울구산초등학교~수색로22가길 5_코스,서울특별시,은평구,5415,184,2.72,1.2,1.5,23,easy
344,서울구산초등학교~수색로22길 23-6_코스,서울특별시,은평구,5422,184,2.82,1.2,1.4,23,easy
388,서울구산초등학교~수색로22길 23-6_코스,서울특별시,은평구,5462,184,3.06,0.9,1.5,23,easy
352,서울구산초등학교~신동아빌라_코스,서울특별시,은평구,5336,184,3.04,1.1,1.2,23,easy
419,서울구산초등학교~신동아빌라_코스,서울특별시,은평구,5323,184,2.92,1.1,1.3,23,easy
516,서울구산초등학교~신동아빌라_코스,서울특별시,은평구,4823,182,2.62,0.8,1.4,24,easy
518,서울구산초등학교~신동아빌라_코스,서울특별시,은평구,4809,182,2.6,0.8,1.4,24,easy
729,서울구산초등학교~신동아빌라_코스,서울특별시,은평구,4734,182,2.5,0.8,1.43,25,easy
727,서울구산초등학교~영진빌라_코스,서울특별시,은평구,4628,182,2.13,1.1,1.4,25,easy
758,서울구산초등학교~영진빌라_코스,서울특별시,은평구,4667,182,2.1,0.9,1.67,25,easy
508,서울구산초등학교~은평종합사회복지관_코스,서울특별시,은평구,4700,182,2.3,1,1.4,24,easy
567,서울구산초등학교~은평종합사회복지관_코스,서울특별시,은평구,4739,182,2.54,0.8,1.4,24,easy
537,서울구산초등학교~증산로13가길 35_코스,서울특별시,은평구,4549,182,2.35,0.8,1.4,24,easy
547,서울구산초등학교~증산로13가길 35_코스,서울특별시,은평구,4510,182,2.1,1,1.4,24,easy
498,서울구산초등학교~증산로1길 26_코스,서울특별시,은평구,4996,182,2.5,1,1.5,24,easy
594,서울구산초등학교~증산로1길 26_코스,서울특별시,은평구,5035,182,2.74,1,1.3,24,easy
543,서울구산초등학교~증산체육공원_코스,서울특별시,은평구,4586,182,2.1,1,1.49,24,easy
568,서울구산초등학교~증산체육공원_코스,서울특별시,은평구,4625,182,2.23,0.9,1.5,24,easy
598,서울구산초등학교~증산체육공원_코스,서울특별시,은평구,4592,182,2.1,0.9,1.59,24,easy
779,서울대입구매표소출발점~독산배드민턴체육관_코스,서울특별시,관악구,6426,297,2.43,2.2,1.8,25,easy
429,서울대입구매표소출발점~돌산_코스,서울특별시,관악구,1606,222,0.8,0.7,0.1,23,easy
614,서울대입구매표소출발점~지산공인중개사사무소_코스,서울특별시,관악구,8251,412,4.25,1.9,2.1,24,easy
146,서울로봇고등학교~구룡산_코스,서울특별시,강남구,3255,259,2.06,0.9,0.2,21,easy
494,서울시립은평병원~산골마을주거환경개선지구_코스,서울특별시,은평구,1465,139,0.87,0.4,0.2,24,easy
718,서울시립은평병원~홍은동산교회_코스,서울특별시,은평구,2239,214,0.7,0.6,0.9,25,easy
8,서울시립은평병원~홍은여자중학교산_코스,서울특별시,은평구,1913,139,1.4,0.3,0.2,20,easy
78,서울시립은평청소년수련관~산골마을주거환경개선지구_코스,서울특별시,은평구,1288,139,0.8,0.1,0.39,21,easy
489,서울시립은평청소년수련관~산골마을주거환경개선지구_코스,서울특별시,은평구,1466,139,0.97,0.3,0.2,24,easy
491,서울시립은평청소년수련관~홍은동산교회_코스,서울특별시,은평구,2113,214,0.7,0.5,0.9,24,easy
721,서울시립은평청소년수련관~홍은동산교회_코스,서울특별시,은평구,2240,214,0.7,0.6,0.9,25,easy
77,서울시립은평청소년수련관~홍은여자중학교산_코스,서울특별시,은평구,1915,139,1.52,0.2,0.2,21,easy
45,서은평경찰서~북한산성분소_코스,서울특별시,은평구,6475,158,4.68,0.9,0.9,20,easy
321,석진아트빌라~산골마을주거환경개선지구_코스,서울특별시,은평구,863,126,0.46,0.2,0.2,23,easy
319,석진아트빌라~홍은동산교회_코스,서울특별시,은평구,2378,180,0.6,0.7,1.08,23,easy
695,선일이비즈니스고등학교~앵봉산_코스,서울특별시,은평구,1660,212,0.66,0.9,0.1,25,easy
845,성산공원~궁동공원_코스,서울특별시,서대문,673,84,0.27,0.2,0.2,25,easy
293,성산공원~서대문지역 자활센터_코스,서울특별시,서대문,1053,75,0.55,0.3,0.2,22,easy
292,성산공원~안산도시자연공원_코스,서울특별시,서대문,1460,75,0.76,0.4,0.3,22,easy
59,성산공원~에코힐하우스_코스,서울특별시,서대문,1256,75,0.76,0.3,0.2,20,easy
61,성산공원~에코힐하우스_코스,서울특별시,서대문,1096,75,0.6,0.3,0.2,20,easy
55,성산공원~연희하이츠빌라_코스,서울특별시,서대문,1348,75,0.75,0.4,0.2,20,easy
699,세검정초등학교 버스정류장~북악산공원지킴이터_코스,서울특별시,종로구,4233,304,1.63,1.5,1.1,25,easy
701,세검정초등학교 버스정류장~북악산공원지킴이터_코스,서울특별시,종로구,4131,304,1.73,1.5,0.9,25,easy
140,세곡리엔파크1단지~구룡산_코스,서울특별시,강남구,5242,259,2.94,1.2,0.8,21,easy
62,세곡리엔파크1단지~청계산입구삼거리_코스,서울특별시,강남구,6925,268,3.7,1.2,1.4,20,easy
483,송광빌라~북한산생태공원앞_코스,서울특별시,은평구,540,88,0.24,0.2,0.1,24,easy
707,송광빌라~북한산생태공원앞_코스,서울특별시,은평구,1034,103,0.43,0.3,0.3,25,easy
704,수락산당고개지구공원~귀임봉_코스,서울특별시,노원구,5593,269,2.6,1.59,1.3,25,easy
702,수락산당고개지구공원~수암사 도선사기점_코스,서울특별시,노원구,5452,269,2.5,1.6,1.3,25,easy
692,수락산역환승주차장~수호민영주차장_코스,서울특별시,노원구,1922,137,0.92,0.5,0.5,24,easy
684,수목원~구룡산제1호 공영주차장_코스,서울특별시,강남구,4560,262,2.56,0.8,1.2,24,easy
199,수색로18나길~덕산중학교_코스,서울특별시,은평구,3018,149,1.52,0.8,0.7,22,easy
112,수색로18나길~봉산_코스,서울특별시,은평구,3785,181,2.39,1.1,0.3,21,easy
331,수색로18나길~서울구산초등학교_코스,서울특별시,은평구,5215,184,2.72,1.4,1.1,23,easy
595,수색로18나길~서울구산초등학교_코스,서울특별시,은평구,4702,182,2.7,1.3,0.7,24,easy
103,수색로18나길~증산로13가길 35_코스,서울특별시,은평구,1653,135,0.45,0.6,0.6,21,easy
405,수색로18나길~증산로1길 26_코스,서울특별시,은평구,2145,135,0.95,0.7,0.5,23,easy
245,수색로18나길~증산체육공원_코스,서울특별시,은평구,1736,135,0.64,0.6,0.5,22,easy
351,수색로18나길~증산체육공원_코스,서울특별시,은평구,1638,135,0.44,0.6,0.6,23,easy
226,수색로22가길 5~덕산중학교_코스,서울특별시,은평구,3464,149,1.56,1,0.9,22,easy
25,수색로22가길 5~봉산_코스,서울특별시,은평구,4024,181,2.42,1.2,0.4,20,easy
411,수색로22가길 5~서울구산초등학교_코스,서울특별시,은평구,5454,184,2.85,1.3,1.3,23,easy
414,수색로22가길 5~서울구산초등학교_코스,서울특별시,은평구,5415,184,2.82,1.3,1.3,23,easy
355,수색로22가길 5~증산로13가길 35_코스,서울특별시,은평구,2044,138,0.64,0.6,0.8,23,easy
554,수색로22가길 5~증산로1길 26_코스,서울특별시,은평구,2536,138,1.14,0.7,0.7,24,easy
337,수색로22가길 5~증산체육공원_코스,서울특별시,은평구,2125,138,0.83,0.6,0.7,23,easy
502,수색로22가길 5~증산체육공원_코스,서울특별시,은평구,1997,138,0.6,0.6,0.8,24,easy
180,수색로22길 23-6~덕산중학교_코스,서울특별시,은평구,3266,149,1.67,0.8,0.8,22,easy
100,수색로22길 23-6~봉산_코스,서울특별시,은평구,4031,181,2.43,1.1,0.5,21,easy
336,수색로22길 23-6~서울구산초등학교_코스,서울특별시,은평구,5462,184,2.86,1.2,1.4,23,easy
427,수색로22길 23-6~서울구산초등학교_코스,서울특별시,은평구,5422,184,2.82,1.2,1.4,23,easy
425,수색로22길 23-6~증산로13가길 35_코스,서울특별시,은평구,2051,138,0.95,0.4,0.7,23,easy
574,수색로22길 23-6~증산로1길 26_코스,서울특별시,은평구,2543,138,1.44,0.5,0.6,24,easy
387,수색로22길 23-6~증산체육공원_코스,서울특별시,은평구,2046,138,0.95,0.4,0.7,23,easy
389,수색로22길 23-6~증산체육공원_코스,서울특별시,은평구,2132,138,1.13,0.4,0.6,23,easy
703,수암사 도선사기점~수락산당고개지구공원_코스,서울특별시,노원구,5452,269,2.85,1.1,1.5,25,easy
691,수호민영주차장~수락산역환승주차장_코스,서울특별시,노원구,1922,137,0.92,0.5,0.5,24,easy
731,숭실100주년기념관~덕산중학교_코스,서울특별시,은평구,1611,132,0.81,0.3,0.5,25,easy
231,숭실100주년기념관~봉산_코스,서울특별시,은평구,2377,181,1.68,0.5,0.2,22,easy
407,숭실100주년기념관~증산로13가길 35_코스,서울특별시,은평구,1826,142,0.63,0.4,0.8,23,easy
507,숭실100주년기념관~증산로1길 26_코스,서울특별시,은평구,2319,142,1.1,0.4,0.8,24,easy
373,숭실100주년기념관~증산체육공원_코스,서울특별시,은평구,1908,142,0.8,0.4,0.7,23,easy
591,숭실고등학교~덕산중학교_코스,서울특별시,은평구,1656,132,0.66,0.5,0.5,24,easy
227,숭실고등학교~봉산_코스,서울특별시,은평구,2421,181,1.42,0.8,0.2,22,easy
201,숭실고등학교~증산로13가길 35_코스,서울특별시,은평구,1871,142,0.57,0.5,0.8,22,easy
517,숭실고등학교~증산로1길 26_코스,서울특별시,은평구,2568,142,0.97,0.6,1,24,easy
339,숭실고등학교~증산체육공원_코스,서울특별시,은평구,1913,142,0.6,0.4,0.9,23,easy
370,숭실고등학교~증산체육공원_코스,서울특별시,은평구,2158,142,0.7,0.6,0.86,23,easy
114,신동아빌라~덕산중학교_코스,서울특별시,은평구,3125,149,1.93,0.6,0.6,21,easy
200,신동아빌라~덕산중학교_코스,서울특별시,은평구,2956,149,1.56,0.8,0.6,22,easy
216,신동아빌라~덕산중학교_코스,서울특별시,은평구,3151,149,1.45,0.9,0.8,22,easy
17,신동아빌라~봉산_코스,서울특별시,은평구,3892,181,2.49,1.1,0.3,20,easy
99,신동아빌라~봉산_코스,서울특별시,은평구,3721,181,2.32,1.1,0.3,21,easy
107,신동아빌라~봉산_코스,서울특별시,은평구,3944,181,2.44,1,0.5,21,easy
367,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,5114,184,2.81,1.1,1.2,23,easy
400,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,5336,184,2.94,1.1,1.3,23,easy
421,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,5323,184,2.92,1.2,1.2,23,easy
576,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,4809,182,2.61,1.3,0.9,24,easy
596,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,4823,182,2.72,1.1,1,24,easy
724,신동아빌라~서울구산초등학교_코스,서울특별시,은평구,4734,182,2.43,1.3,1,25,easy
104,신동아빌라~증산로13가길 35_코스,서울특별시,은평구,1761,135,0.66,0.5,0.6,21,easy
348,신동아빌라~증산로13가길 35_코스,서울특별시,은평구,1923,138,0.82,0.4,0.7,23,easy
415,신동아빌라~증산로13가길 35_코스,서울특별시,은평구,1693,138,0.7,0.4,0.59,23,easy
250,신동아빌라~증산로1길 26_코스,서울특별시,은평구,2253,135,1.25,0.5,0.5,22,easy
601,신동아빌라~증산로1길 26_코스,서울특별시,은평구,2415,138,1.2,0.4,0.8,24,easy
737,신동아빌라~증산로1길 26_코스,서울특별시,은평구,2193,138,1.09,0.3,0.8,25,easy
98,신동아빌라~증산체육공원_코스,서울특별시,은평구,1843,135,0.84,0.5,0.5,21,easy
247,신동아빌라~증산체육공원_코스,서울특별시,은평구,1714,135,0.6,0.5,0.6,22,easy
560,신동아빌라~증산체육공원_코스,서울특별시,은평구,1697,138,0.7,0.4,0.6,24,easy
573,신동아빌라~증산체육공원_코스,서울특별시,은평구,1782,138,0.7,0.3,0.78,24,easy
759,신동아빌라~증산체육공원_코스,서울특별시,은평구,1877,138,0.8,0.4,0.68,25,easy
732,신사동 237-484~덕산중학교_코스,서울특별시,은평구,1744,132,0.64,0.6,0.5,25,easy
733,신사동 237-484~덕산중학교_코스,서울특별시,은평구,1746,132,0.65,0.6,0.5,25,easy
734,신사동 237-484~덕산중학교_코스,서울특별시,은평구,1740,132,0.84,0.5,0.4,25,easy
217,신사동 237-484~봉산_코스,서울특별시,은평구,2505,181,1.61,0.8,0.1,22,easy
218,신사동 237-484~봉산_코스,서울특별시,은평구,2510,181,1.31,0.9,0.3,22,easy
225,신사동 237-484~봉산_코스,서울특별시,은평구,2511,181,1.31,0.9,0.3,22,easy
423,신사동 237-484~봉산_코스,서울특별시,은평구,2104,181,1.2,0.8,0.1,23,easy
520,신사동 237-484~봉산_코스,서울특별시,은평구,2105,181,1.11,0.8,0.2,24,easy
28,신사동 237-484~증산로13가길 35_코스,서울특별시,은평구,2100,142,1.1,0.4,0.6,20,easy
85,신사동 237-484~증산로13가길 35_코스,서울특별시,은평구,2030,142,0.93,0.5,0.6,21,easy
172,신사동 237-484~증산로13가길 35_코스,서울특별시,은평구,2060,142,0.86,0.5,0.7,22,easy
206,신사동 237-484~증산로13가길 35_코스,서울특별시,은평구,2018,142,0.82,0.5,0.7,22,easy
523,신사동 237-484~증산로13가길 35_코스,서울특별시,은평구,2160,142,0.86,0.5,0.8,24,easy
89,신사동 237-484~증산로1길 26_코스,서울특별시,은평구,2595,142,1.4,0.4,0.8,21,easy
208,신사동 237-484~증산로1길 26_코스,서울특별시,은평구,2595,142,1.5,0.3,0.8,22,easy
334,신사동 237-484~증산로1길 26_코스,서울특별시,은평구,2552,142,1.45,0.5,0.6,23,easy
510,신사동 237-484~증산로1길 26_코스,서울특별시,은평구,2652,142,1.45,0.5,0.7,24,easy
577,신사동 237-484~증산로1길 26_코스,서울특별시,은평구,2688,142,1.29,0.6,0.8,24,easy
23,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2183,142,1,0.4,0.78,20,easy
102,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2185,142,1.1,0.3,0.79,21,easy
192,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2068,142,1,0.4,0.67,22,easy
211,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2140,142,1.04,0.5,0.6,22,easy
330,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2033,142,0.53,0.6,0.9,23,easy
416,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2067,142,1.1,0.3,0.67,23,easy
420,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2278,142,0.8,0.6,0.88,23,easy
500,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2002,142,0.7,0.5,0.8,24,easy
534,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2242,142,0.94,0.5,0.8,24,easy
541,신사동 237-484~증산체육공원_코스,서울특별시,은평구,2007,142,0.6,0.6,0.8,24,easy
466,신원동출발점~청계산 원터골 버스정류장_코스,서울특별시,서초구,750,134,0.45,0.2,0.1,23,easy
487,심택사~홍은동산교회_코스,서울특별시,은평구,2522,180,0.9,0.7,0.9,24,easy
490,아롱다롱이어린이집~산골마을주거환경개선지구_코스,서울특별시,은평구,549,126,0.35,0.1,0.1,24,easy
315,아롱다롱이어린이집~홍은동산교회_코스,서울특별시,은평구,2584,180,1,0.6,0.98,23,easy
325,아롱다롱이어린이집~홍은동산교회_코스,서울특별시,은평구,2750,180,0.5,1,1.2,23,easy
116,아차산 생태공원~삼봉사_코스,서울특별시,광진구,7669,300,4.47,1.8,1.4,21,easy
272,아차산 생태공원~아차산_코스,서울특별시,광진구,5425,300,3.23,1.8,0.4,22,easy
631,아차산 생태공원~아치울마을 버스정류장_코스,서울특별시,광진구,5681,300,3.08,1.4,1.2,24,easy
629,아차산 생태공원~용마봉_코스,서울특별시,광진구,3423,317,1.62,1.5,0.3,24,easy
441,아차산 생태공원~정각사입구 버스정류장_코스,서울특별시,광진구,7510,300,3.7,1.9,1.9,23,easy
443,아차산 생태공원~한다리마을 버스정류장_코스,서울특별시,광진구,7433,300,4.13,1.8,1.5,23,easy
269,아차산성 유원지~아차산_코스,서울특별시,광진구,5533,300,3.33,1.6,0.6,22,easy
805,아차산성 유원지~아치울마을 버스정류장_코스,서울특별시,광진구,5758,300,3.36,1.3,1.1,25,easy
634,아차산성 유원지~정각사입구 버스정류장_코스,서울특별시,광진구,7714,300,4.11,1.7,1.9,24,easy
439,아차산성 유원지~한다리마을 버스정류장_코스,서울특별시,광진구,7541,300,4.34,1.6,1.6,23,easy
73,안산_코스,서울특별시,서대문,1739,265,0.7,0.9,0.1,21,easy
472,안산~상암곡어린이공원_코스,서울특별시,서대문,2717,269,1.02,0.8,0.9,24,easy
309,안산~이화여자대학교산학협력관_코스,서울특별시,서대문,1369,265,0.47,0.1,0.8,23,easy
855,안산~홍제천인공폭포_코스,서울특별시,서대문,2988,269,0.8,0.8,1.39,25,easy
844,안산도시자연공원~경희연립_코스,서울특별시,서대문,591,79,0.29,0.2,0.1,25,easy
56,안산도시자연공원~별장빌라트_코스,서울특별시,서대문,1029,69,0.83,0.1,0.1,20,easy
135,안산도시자연공원~서연중학교_코스,서울특별시,서대문,1365,70,1.07,0.1,0.2,21,easy
138,안산도시자연공원~서연중학교_코스,서울특별시,서대문,1395,70,1,0.1,0.3,21,easy
291,안산도시자연공원~성산공원_코스,서울특별시,서대문,1460,75,1.06,0.2,0.2,22,easy
288,안산도시자연공원~연희어린이공원_코스,서울특별시,서대문,1464,75,1,0.2,0.26,22,easy
462,양재대로14길~구룡산_코스,서울특별시,강남구,1698,259,0.8,0.8,0.1,23,easy
464,양재대로14길~구룡산제1호 공영주차장_코스,서울특별시,강남구,2520,161,1.2,0.6,0.7,23,easy
