주소(시),소속,해발고도(m),산 코드,이름
충청남도 부여군 충화면 지석리,부여군청,228.6,447600601,노고산
충청남도 서산시 부석면 지산리,서산시청,352.8,442100401,도비산
충청남도 서산시 운산면 갈산리,서산시청,176.3,442100501,동암산
충청남도 서산시 인지면 차리,서산시청,316.1,442100101,금강산
충청남도 서산시 팔봉면 고파도리,서산시청,69.7,442100201,당산
충청남도 서천군 마서면 장선리,서천군청,57.2,447700401,동태산
충청남도 서천군 문산면 문장리,서천군청,116.5,447700201,금성산
충청남도 서천군 서천읍 남산리,서천군청,146.9,447700301,남산
충청남도 서천군 한산면 지현리,서천군청,118.1,447702401,감투산
충청남도 아산시 신창면 창암리,아산시청,260.5,442001101,덕암산
충청남도 아산시 염치읍 송곡리,아산시청,131.9,442000701,금병산
충청남도 아산시 영인면 성내리,아산시청,251,442000801,금산
충청남도 아산시 영인면 신화리,아산시청,295.8,442000201,고용산
충청남도 아산시 음봉면 동암리,아산시청,270.6,442000901,꾀꼬리산
충청남도 아산시 음봉면 산동리,아산시청,110.3,442000601,금마산
충청남도 아산시 음봉면 삼거리,아산시청,226.2,442001301,둔덕산
충청남도 아산시 음봉면 쌍룡리,아산시청,185.2,442000101,가재산
충청남도 아산시 음봉면 쌍룡리,아산시청,185.2,442000101,가재산
충청남도 아산시 탕정면 명암리,아산시청,158.2,442000501,국사봉
충청남도 예산군 광시면 동산리,예산군청,383.9,448102801,내상산
충청남도 예산군 덕산면 대치리,예산군청,495.2,448100401,덕숭산_수덕산
충청남도 예산군 예산읍 간양리,예산군청,484.7,448102401,도고산
충청남도 예산군 예산읍 발연리,예산군청,390.5,448102201,관모산
충청남도 예산군 예산읍 수철리,예산군청,473.9,448100201,덕봉산
충청남도 예산군 예산읍 예산리,예산군청,234.4,448100101,금오산
충청남도 천안시 동남구 광덕면 광덕리,천안시청,699.3,441300301,광덕산
충청남도 천안시 동남구 병천면 송정리,천안시청,209.8,441300201,거머산
충청남도 천안시 동남구 북면 사담리,천안시청,453.8,441300101,개죽산
충청남도 천안시 서북구 성성동 ,천안시청,141.2,441300501,노태산
충청남도 청양군 목면 본의리,청양군청,210.8,447900101,계봉산
충청남도 청양군 운곡면 신대리,청양군청,488.5,447900201,국사봉
충청남도 청양군 운곡면 신대리,청양군청,488.5,447900201,국사봉
충청남도 청양군 운곡면 후덕리,청양군청,369.8,447900301,금자봉
충청남도 청양군 정산면 마치리,청양군청,476.9,447900501,대덕봉
충청남도 청양군 청남면 중산리,청양군청,41,447900401,내산
충청남도 태안군 근흥면 두야리,태안군청,145.5,448250101,구수산
충청남도 태안군 소원면 송현리,태안군청,213.7,448250501,대소산
충청남도 태안군 원북면 황촌리,태안군청,112.7,448250201,국사봉
충청남도 태안군 이원면 관리,태안군청,164.9,448250401,노인봉
충청남도 태안군 태안읍 삭선리,태안군청,150.7,448250301,금굴산
충청남도 홍성군 갈산면 운곡리,홍성군청,202.2,448000301,계봉산
충청남도 홍성군 은하면 목현리,홍성군청,57.1,448000101,갈록산
충청남도 홍성군 은하면 목현리,홍성군청,57.1,448000101,갈록산
충청남도 홍성군 은하면 목현리,홍성군청,133.1,448000201,검봉산
충청남도 홍성군 홍북읍 노은리,홍성군청,165.7,448000501,닭제산
충청남도 홍성군 홍성읍 옥암리,홍성군청,221.5,448000401,남산
충청북도 괴산군 문광면 방성리,괴산군청,432.5,437600401,두웅산
충청북도 괴산군 불정면 탑촌리,괴산군청,524.6,437600101,고양봉
충청북도 괴산군 청천면 거봉리,괴산군청,646.4,437600301,대산
충청북도 괴산군 청천면 상산리,괴산군청,768.2,437600201,금단산
충청북도 단양군 단성면 벌천리,단양군청,965.3,438002801,도락산
충청북도 단양군 단성면 북상리,단양군청,723,438000601,두악산
충청북도 단양군 단성면 북상리,단양군청,780.6,438000301,덕절산
충청북도 단양군 대강면 사동리,단양군청,1315.8,438000501,도솔봉
충청북도 단양군 영춘면 유암리,단양군청,266.1,438000101,감투봉
충청북도 단양군 적성면 상리,단양군청,1015.8,438002601,금수산
충청북도 보은군 내북면 도원리,보은군청,589.1,437201901,국사봉
충청북도 보은군 내북면 도원리,보은군청,589.1,437201901,국사봉
충청북도 보은군 내북면 이원리,보은군청,515.9,437200501,구봉산
충청북도 보은군 마로면 관기리,보은군청,458.5,437200201,고봉
충청북도 보은군 삼승면 서원리,보은군청,651.2,437200701,금적산
충청북도 보은군 속리산면 구병리,보은군청,876.3,437200401,구병산
충청북도 보은군 수한면 거현리,보은군청,575.1,437200901,덕대산
충청북도 보은군 수한면 질신리,보은군청,493.5,437200101,거멍산
충청북도 보은군 수한면 차정리,보은군청,515.5,437200801,노성산
충청북도 보은군 탄부면 하장리,보은군청,152.3,437201001,동산
충청북도 보은군 회인면 송평리,보은군청,550.8,437202701,국사봉
충청북도 보은군 회인면 송평리,보은군청,550.8,437202701,국사봉
충청북도 영동군 매곡면 옥전리,영동군청,729.9,437400101,가성산
충청북도 영동군 매곡면 옥전리,영동군청,729.9,437400101,가성산
충청북도 영동군 상촌면 유곡리,영동군청,1030.5,437400401,곤천산
충청북도 영동군 심천면 마곡리,영동군청,501.9,437400501,국사봉
충청북도 영동군 양산면 원당리,영동군청,337.5,437400901,대왕산
충청북도 영동군 양산면 죽산리,영동군청,429.5,437400701,노고산
충청북도 영동군 용화면 자계리,영동군청,625.4,437400301,갈모봉
충청북도 영동군 용화면 자계리,영동군청,625.4,437400301,갈모봉
충청북도 영동군 추풍령면 사부리,영동군청,744.4,437400801,눌의산
충청북도 영동군 학산면 지내리,영동군청,585,437400201,갈기산
충청북도 영동군 학산면 지내리,영동군청,585,437400201,갈기산
충청북도 옥천군 군서면 사양리,옥천군청,319.1,437300201,국사봉
충청북도 옥천군 군서면 사양리,옥천군청,319.1,437300201,국사봉
충청북도 옥천군 안내면 서대리,옥천군청,488,437300101,가재봉
충청북도 옥천군 안내면 서대리,옥천군청,488,437300101,가재봉
충청북도 옥천군 옥천읍 가풍리,옥천군청,406.9,437300501,도덕봉
충청북도 옥천군 이원면 의평리,옥천군청,705.9,437300401,대성산
충청북도 옥천군 청산면 만월리,옥천군청,543.4,437302801,도덕봉
충청북도 음성군 소이면 갑산리,음성군청,415.3,437700301,국사산
충청북도 음성군 원남면 구안리,음성군청,485,437700101,가막산
충청북도 음성군 원남면 구안리,음성군청,485,437700101,가막산
충청북도 제천시 금성면 동막리,제천시청,484.6,431500501,구진산
충청북도 제천시 금성면 월굴리,제천시청,566.7,431501101,대덕산
충청북도 제천시 덕산면 수산리,제천시청,591.3,431500901,다랑산
충청북도 제천시 덕산면 월악리,제천시청,1115.1,431501201,대미산
충청북도 제천시 백운면 방학리,제천시청,982.9,431500601,구학산
충청북도 제천시 수산면 상천리,제천시청,1015.8,431500701,금수산
충청북도 제천시 수산면 수산리,제천시청,477.5,431501401,두무산
충청북도 제천시 청풍면 용곡리,제천시청,529.9,431500401,관봉
충청북도 제천시 청풍면 장선리,제천시청,631.4,431504401,국사봉
충청북도 제천시 청풍면 장선리,제천시청,631.4,431504401,국사봉
충청북도 제천시 청풍면 학현리,제천시청,895.5,431501301,동산
충청북도 제천시 화산동 ,제천시청,275.1,431500801,남산
충청북도 진천군 문백면 계산리,진천군청,291.8,437500101,국사봉
충청북도 진천군 진천읍 지암리,진천군청,415.6,437500201,덕유산
충청북도 청주시 상당구 가덕면 인차리,청주시 상당구청,226,431101001,도덕산
충청북도 청주시 상당구 남성면 인경리,청주시 상당구청,543.2,431100101,가래산
충청북도 청주시 상당구 남성면 인경리,청주시 상당구청,543.2,431100101,가래산
충청북도 청주시 상당구 남일면 신송리,청주시 상당구청,282.2,431100601,국사봉
충청북도 청주시 상당구 남일면 신송리,청주시 상당구청,282.2,431100601,국사봉
충청북도 청주시 서원구 산남동 ,청주시 서원구청,548.7,431100401,구룡산
충청북도 청주시 청원구 내수읍 우산리,청주시 청원구청,499,431100301,구녀산
충청북도 청주시 흥덕구 옥산면 동림리,청주시 흥덕구청,458.3,431101101,동림산
충청북도 청주시 흥덕구 옥산면 장남리,청주시 흥덕구청,178.7,431101201,돛대산
충청북도 충주시 금가면 잠병리,충주시청,107.7,431300401,내기대
충청북도 충주시 소태면 덕은리,충주시청,326.1,431300501,노루봉
충청북도 충주시 수낭보면 중산리,충주시청,680.8,431300701,대미산
충청북도 충주시 신니면 신청리,충주시청,393.6,431300301,남산
충청북도 충주시 안림동 ,충주시청,774.3,431300101,계명산
충청북도 충주시 직동 ,충주시청,635.6,431305201,남산
충청북도 충주시 칠금동 ,충주시청,106.9,431300601,대문산
