"","course_name","district","city_name1","length","height","hiking_road","uphill_road","downhill_road","level"
"892","바라산~용인동천동우체국_코스","경기도","의왕시",13089,451,6.37,3.77,2.95,24
"893","홍천초등학교~광교산(범봉)_코스","경기도","용인시",10459,544,4.22,3.12,3.12,24
"894","홍천초등학교~백운산중턱_코스","경기도","용인시",10420,544,4.06,3.12,3.22,24
"895","용인동천동우체국~안산_코스","경기도","용인시",18735,451,7.29,5.98,5.42,24
"896","오금산정상부근~예수회수련원_코스","경기도","의왕시",8787,334,4.5,2.29,2,24
"897","늘푸른마을입구~광교산_코스","경기도","용인시",4856,543,2.06,2.5,0.3,24
"898","용인동천동우체국~문래산_코스","경기도","용인시",20137,451,8.08,5.23,6.43,24
"899","오금산정상부근~광교산(범봉)_코스","경기도","의왕시",4657,234,2.26,1.3,1.1,24
"900","홍천고등학교~오금산정상부근_코스","경기도","용인시",15939,544,4.33,5.57,6.04,24
"901","망치봉~광교산(시루봉)_코스","경기도","의왕시",8604,544,4.5,3.2,0.9,24
"902","주안말사거리~광교산(범봉)_코스","경기도","수원시",6905,334,3.7,1.8,1.4,24
"903","동천더샵이스트포레~오금산정상부근_코스","경기도","용인시",15797,544,4.24,5.75,5.81,24
"904","오금산정상부근~야쿠르트입구교차로_코스","경기도","의왕시",6343,234,3.14,1.3,1.9,24
"905","오금산정상부근~광교산둘레길_코스","경기도","의왕시",14000,334,4.48,4.76,4.76,24
"906","용인동천동우체국~응달산_코스","경기도","용인시",14450,451,5.81,4.46,4.18,24
"907","오금산정상부근~광교산(범봉)_코스","경기도","의왕시",4661,234,2.26,1.3,1.1,24
"908","용인동천동우체국~발화산(우담산)_코스","경기도","용인시",11005,451,6.16,3.19,1.65,24
"909","늘푸른마을입구~광교산(범봉)_코스","경기도","용인시",11143,544,4.37,3.33,3.44,24
"910","예수회수련원~오금산정상부근_코스","경기도","수원시",8787,334,4.5,1.69,2.5,24
"911","오금산정상부근~동천더샵이스트포레_코스","경기도","의왕시",15798,544,4.87,5.02,5.91,24
"912","오금산정상부근~광교산 반딧불이화장실_코스","경기도","의왕시",11951,334,5.29,2.98,3.57,24
"913","동천더샵이스트포레~오금산정상부근_코스","경기도","용인시",15953,544,4.51,5.88,5.57,24
"914","야쿠르트입구교차로~오금산정상부근_코스","경기도","의왕시",6343,234,3.04,1.7,1.6,24
"915","동천더샵이스트포레~오금산정상부근_코스","경기도","용인시",15798,544,4.08,5.91,5.81,24
"916","영심봉~문래산_코스","경기도","의왕시",7908,376,3.4,1.4,2.4,24
"917","동천더샵이스트포레~오금산정상부근_코스","경기도","용인시",15954,544,4.35,5.88,5.72,24
"918","용인동천동우체국~바라산_코스","경기도","용인시",13089,451,5.59,3.64,3.86,24
"919","오금산정상부근~광교저수지위_코스","경기도","의왕시",10618,334,4.56,2.54,3.39,24
"920","오금산정상부근~이진봉_코스","경기도","의왕시",8768,334,3.97,2.4,2.4,24
"921","영심봉~안산_코스","경기도","의왕시",6506,376,2.41,1.4,2.3,24
"922","오금산정상부근~광교저수지_코스","경기도","의왕시",13538,334,5.57,3.92,4.05,24
"923","오금산정상부근~늘푸른마을입구_코스","경기도","의왕시",15805,544,5.53,4.42,5.85,24
"924","오금산정상부근~예수회수련원_코스","경기도","의왕시",8790,334,4.59,2.3,1.9,24
"925","야쿠르트입구교차로~오금산정상부근_코스","경기도","의왕시",6343,234,3.04,1.7,1.6,24
"926","토월약수터위~광교산둘레길_코스","경기도","용인시",9357,408,4.06,2.7,2.6,24
"927","홍천초등학교~광교산둘레길_코스","경기도","용인시",9539,408,4.64,2.5,2.3,24
"928","응달산~용인동천동우체국_코스","경기도","성남시",14450,451,6.39,3.6,4.46,24
"929","모락산 약수터~모락산터널위_코스","경기도","의왕시",906,184,0.3,0.5,0.1,24
"930","오금산정상부근~야쿠르트입구교차로_코스","경기도","의왕시",6343,234,3.14,1.3,1.9,24
"931","오금산정상부근~광교산(범봉)_코스","경기도","의왕시",4661,234,2.26,1.3,1.1,24
"932","모락산터널위~모락산 약수터_코스","경기도","의왕시",906,184,0.2,0.1,0.6,24
"933","성복천~광교산둘레길_코스","경기도","용인시",10227,408,4.52,3.06,2.55,24
"934","오금산정상부근~광교저수지둘레길_코스","경기도","의왕시",11408,334,4.67,3.08,3.65,24
"935","수지성당삼거리~광교산(시루봉)_코스","경기도","용인시",6278,543,2.98,2.7,0.6,24
"936","야쿠르트입구교차로~광교산 반딧불이화장실_코스","경기도","의왕시",8464,334,4.46,1.8,2.1,24
"937","응달산~1급분당종합정비사업_코스","경기도","성남시",7255,315,3.76,1,2.1,24
"938","늘푸른마을입구~광교산_코스","경기도","용인시",4856,543,2.06,2.5,0.3,24
"939","홍천고등학교~광교산(범봉)_코스","경기도","용인시",11277,544,4.11,3.7,3.47,24
"940","예수회수련원~광교산(범봉)_코스","경기도","수원시",4124,334,2.12,0.9,1,24
"941","오금산정상부근~동천더샵이스트포레_코스","경기도","의왕시",15797,544,5.18,4.87,5.75,24
"942","늘푸른마을입구~광교산(범봉)_코스","경기도","용인시",11143,544,4.37,3.33,3.44,24
"943","오금산정상부근~광교저수지_코스","경기도","의왕시",11949,334,5.71,2.91,3.09,24
"944","홍천초등학교~광교산(범봉)_코스","경기도","용인시",10459,544,4.22,3.12,3.12,24
"945","주안말사거리~오금산정상부근_코스","경기도","수원시",11567,334,5.06,3.29,3.22,24
"946","모락산 약수터~모락산터널위_코스","경기도","의왕시",936,184,0.34,0.5,0.1,24
"947","오금산정상부근~백운산중턱_코스","경기도","의왕시",5033,234,2.43,1.3,1.3,24
"948","모락산 약수터~백운사입구정류소_코스","경기도","의왕시",7680,363,3.98,2.3,1.3,24
"949","망치봉~광교산(시루봉)_코스","경기도","의왕시",8605,544,4.6,3.2,0.8,24
"950","오금산정상부근~동천더샵이스트포레_코스","경기도","의왕시",15953,544,4.19,5.57,6.2,24
"951","토월약수터위~광교산(시루봉)_코스","경기도","용인시",5287,543,1.99,2.6,0.7,24
"952","동천더샵이스트포레~광교산(범봉)_코스","경기도","용인시",11136,544,4.14,3.66,3.33,24
"953","우방도무스빌라~대지산_코스","경기도","성남시",2987,316,1.3,1.29,0.4,24
"954","도촌파출소~요골산_코스","경기도","성남시",4758,342,2.26,1.7,0.8,24
"955","고불산~도촌파출소_코스","경기도","광주시",3255,322,1.56,0.2,1.5,24
"956","도촌파출소~고불산_코스","경기도","성남시",3255,322,1.86,1.2,0.2,24
"957","요골산~도촌파출소_코스","경기도","광주시",4758,342,1.96,0.6,2.2,24
"958","요골산~고불산_코스","경기도","광주시",1502,342,0.5,0.4,0.6,24
"959","고불산~요골산_코스","경기도","광주시",1502,342,0.4,0.6,0.5,24
"960","안산~상암곡어린이공원_코스","서울특별시","서대문",2717,269,1.02,0.8,0.9,24
"961","금륜사~안산_코스","서울특별시","서대문",1583,265,0.5,0.88,0.2,24
"962","연세대학교영선실~이화여자대학교산학협력관_코스","서울특별시","서대문",1784,172,0.58,0.7,0.5,24
"963","이화여자대학교산학협력관~혜성빌_코스","서울특별시","서대문",1640,172,0.94,0.5,0.2,24
"964","북악산공원지킴이터_코스","서울특별시","종로구",3388,304,1.89,0.6,0.9,24
"965","자하문고개 윤동주문학관 버스정류장~북악산공원지킴이터_코스","서울특별시","종로구",4572,304,2.37,1.2,1,24
"966","북악산공원지킴이터~자하문고개 윤동주문학관 버스정류장_코스","서울특별시","성북구",4572,304,2.47,1,1.1,24
"967","북악산공원지킴이터_코스","서울특별시","성북구",3388,304,1.99,0.9,0.5,24
"968","북악산_코스","서울특별시","종로구",1301,231,0.6,0.6,0.1,24
"969","원자력입구교차로~불암산(석장봉)_코스","서울특별시","노원구",4773,447,2.47,2.1,0.2,24
"970","불암산(석장봉)~원자력입구교차로_코스","경기도","남양주",4773,447,2.17,0.3,2.3,24
"971","가학산~약수터입구_코스","경기도","광명시",2519,198,1.22,0.3,1,24
"972","북한산생태공원앞~송광빌라_코스","서울특별시","은평구",540,88,0.14,0.1,0.3,24
"973","송광빌라~북한산생태공원앞_코스","서울특별시","은평구",540,88,0.24,0.2,0.1,24
"974","산골마을주거환경개선지구~서울시립은평청소년수련관_코스","서울특별시","은평구",1466,139,0.9,0.2,0.3,24
"975","명지고등학교~산골마을주거환경개선지구_코스","서울특별시","서대문",2221,180,0.82,0.7,0.7,24
"976","산골마을주거환경개선지구~명지고등학교_코스","서울특별시","은평구",2221,180,0.72,0.8,0.7,24
"977","심택사~홍은동산교회_코스","서울특별시","은평구",2522,180,0.9,0.7,0.9,24
"978","홍은동산교회~서울시립은평청소년수련관_코스","서울특별시","서대문",2113,214,0.8,0.8,0.5,24
"979","서울시립은평청소년수련관~산골마을주거환경개선지구_코스","서울특별시","은평구",1466,139,0.97,0.3,0.2,24
"980","아롱다롱이어린이집~산골마을주거환경개선지구_코스","서울특별시","은평구",549,126,0.35,0.1,0.1,24
"981","서울시립은평청소년수련관~홍은동산교회_코스","서울특별시","은평구",2113,214,0.7,0.5,0.9,24
"982","산골마을주거환경개선지구~서울시립은평병원_코스","서울특별시","은평구",1465,139,0.9,0.2,0.37,24
"983","산골마을주거환경개선지구~아롱다롱이어린이집_코스","서울특별시","은평구",549,126,0.25,0.2,0.1,24
"984","서울시립은평병원~산골마을주거환경개선지구_코스","서울특별시","은평구",1465,139,0.87,0.4,0.2,24
"985","홍은동산교회~심택사_코스","서울특별시","서대문",2522,180,1,0.8,0.7,24
"986","황금산_코스","경기도","남양주",896,90,0.3,0.3,0.3,24
"987","황금산_코스","경기도","남양주",1337,60,0.94,0.1,0.3,24
"988","황금산_코스","경기도","남양주",855,90,0.26,0.2,0.4,24
"989","황금산_코스","경기도","남양주",1893,63,1.29,0.2,0.4,24
"990","황금산_코스","경기도","남양주",1482,93,1,0.2,0.28,24
"991","황금산_코스","경기도","남양주",1826,85,1.13,0.3,0.4,24
"992","황금산_코스","경기도","남양주",1482,93,0.78,0.4,0.3,24
"993","송산배수지테니스장~의정부초등학교 버스정류장_코스","경기도","의정부",2615,156,1.42,0.3,0.9,24
"994","삼호빌딩~송산배수지테니스장_코스","경기도","의정부",2542,156,1.54,0.8,0.2,24
"995","의정부초등학교 버스정류장~송산배수지테니스장_코스","경기도","의정부",2615,156,1.62,0.7,0.3,24
"996","소사동주민센터입구 부천성모병원후문 버스정류장~원미산산림욕장_코스","경기도","부천시",1193,116,0.4,0.4,0.39,24
"997","부천동초교앞교차로~원미산산림욕장_코스","경기도","부천시",1702,116,0.9,0.4,0.4,24
"998","춘덕산복숭아과원~부천동초교앞교차로_코스","경기도","부천시",2564,148,1.36,0.5,0.7,24
"999","원미산산림욕장~부천동초교앞교차로_코스","경기도","부천시",1702,116,0.8,0.3,0.6,24
"1000","도정산~세석마을회관_코스","경기도","의정부",3637,278,1.94,0.7,1,24
"1001","갈립산(빡빡산)~천보산_코스","경기도","의정부",14024,388,5.9,4.34,3.78,24
"1002","농협의정부 영농종합센타~산속 _코스","경기도","의정부",1942,124,1.24,0.5,0.2,24
"1003","갈립산(빡빡산)~천보산_코스","경기도","의정부",11402,360,5.24,2.85,3.31,24
"1004","도정산~비루봉_코스","경기도","의정부",6689,301,3.7,1.49,1.5,24
"1005","은평중학교~증산로1길 26_코스","서울특별시","은평구",5470,184,2.87,0.9,1.7,24
"1006","은평중학교~증산로13가길 35_코스","서울특별시","은평구",4546,182,1.95,1,1.6,24
"1007","서울구산초등학교~증산로1길 26_코스","서울특별시","은평구",4996,182,2.5,1,1.5,24
"1008","증산체육공원_코스","서울특별시","은평구",2095,138,0.8,0.5,0.8,24
"1009","신사동 237-484~증산체육공원_코스","서울특별시","은평구",2002,142,0.7,0.5,0.8,24
"1010","봉산~서울구산초등학교_코스","서울특별시","은평구",4696,182,2.3,1.2,1.2,24
"1011","수색로22가길 5~증산체육공원_코스","서울특별시","은평구",1997,138,0.6,0.6,0.8,24
"1012","증산체육공원~남경하이츠빌라_코스","서울특별시","은평구",4491,182,2.09,1.3,1.1,24
"1013","증산체육공원~남경하이츠빌라_코스","서울특별시","은평구",4460,182,2.36,1.3,0.8,24
"1014","남경하이츠빌라~증산로1길 26_코스","서울특별시","은평구",4903,182,2.5,1,1.4,24
"1015","증산체육공원~수색로22가길 5_코스","서울특별시","은평구",1997,138,0.8,0.6,0.6,24
"1016","숭실100주년기념관~증산로1길 26_코스","서울특별시","은평구",2319,142,1.1,0.4,0.8,24
"1017","서울구산초등학교~은평종합사회복지관_코스","서울특별시","은평구",4700,182,2.3,1,1.4,24
"1018","증산로1길 26~서울구산초등학교_코스","서울특별시","은평구",4996,182,3,1,1,24
"1019","신사동 237-484~증산로1길 26_코스","서울특별시","은평구",2652,142,1.45,0.5,0.7,24
"1020","증산체육공원~서울구산초등학교_코스","서울특별시","은평구",4592,182,2.49,1.3,0.8,24
"1021","은평터널로9길 22~증산체육공원_코스","서울특별시","은평구",1965,142,0.97,0.4,0.6,24
"1022","증산로13가길 35~서울구산초등학교_코스","서울특별시","은평구",4510,182,2.4,1.1,1,24
"1023","증산체육공원~신동아빌라_코스","서울특별시","은평구",2004,138,0.8,0.5,0.7,24
"1024","남경하이츠빌라~봉산_코스","서울특별시","은평구",4758,182,2.86,0.7,1.2,24
"1025","서울구산초등학교~신동아빌라_코스","서울특별시","은평구",4823,182,2.62,0.8,1.4,24
"1026","숭실고등학교~증산로1길 26_코스","서울특별시","은평구",2568,142,0.97,0.6,1,24
"1027","서울구산초등학교~신동아빌라_코스","서울특별시","은평구",4809,182,2.6,0.8,1.4,24
"1028","덕산중학교~환희정사_코스","서울특별시","은평구",1696,132,0.9,0.4,0.4,24
"1029","신사동 237-484~봉산_코스","서울특별시","은평구",2105,181,1.11,0.8,0.2,24
"1030","증산로1길 26~신동아빌라_코스","서울특별시","은평구",2415,138,1.5,0.3,0.6,24
"1031","서울구산초등학교~수색로18나길_코스","서울특별시","은평구",4702,182,2.5,0.8,1.4,24
"1032","신사동 237-484~증산로13가길 35_코스","서울특별시","은평구",2160,142,0.86,0.5,0.8,24
"1033","증산체육공원~서울구산초등학교_코스","서울특별시","은평구",4586,182,2.2,1.4,0.99,24
"1034","녹원에버빌~증산로1길 26_코스","서울특별시","은평구",2186,135,1.19,0.4,0.6,24
"1035","환희정사~덕산중학교_코스","서울특별시","은평구",1696,132,0.8,0.4,0.5,24
"1036","봉산~가온누리빌_코스","서울특별시","은평구",4046,182,2.15,1.1,0.8,24
"1037","은평터널로9길 22~증산체육공원_코스","서울특별시","은평구",2210,142,0.7,0.6,0.9,24
"1038","증산체육공원~은평터널로9길 22_코스","서울특별시","은평구",2210,142,0.7,0.9,0.6,24
"1039","증산체육공원~영진빌라_코스","서울특별시","은평구",1450,135,0.15,0.7,0.6,24
"1040","증산로13가길 35_코스","서울특별시","은평구",2014,138,0.81,0.5,0.7,24
"1041","봉산~서울구산초등학교_코스","서울특별시","은평구",4572,182,2.47,1.2,0.9,24
"1042","증산로13가길 35~증산체육공원_코스","서울특별시","은평구",968,78,0.3,0.3,0.37,24
"1043","신사동 237-484~증산체육공원_코스","서울특별시","은평구",2242,142,0.94,0.5,0.8,24
"1044","봉산~서울구산초등학교_코스","서울특별시","은평구",4533,182,2.43,1.2,0.9,24
"1045","봉산_코스","서울특별시","은평구",1501,138,0.8,0.3,0.4,24
"1046","서울구산초등학교~증산로13가길 35_코스","서울특별시","은평구",4549,182,2.35,0.8,1.4,24
"1047","봉산~남경하이츠빌라_코스","서울특별시","은평구",4440,182,2.34,1.2,0.9,24
"1048","증산체육공원_코스","서울특별시","은평구",2010,138,0.71,0.6,0.7,24
"1049","은평중학교~봉산_코스","서울특별시","은평구",4814,182,2.41,0.9,1.5,24
"1050","신사동 237-484~증산체육공원_코스","서울특별시","은평구",2007,142,0.6,0.6,0.8,24
"1051","영진빌라~증산체육공원_코스","서울특별시","은평구",1450,135,0.55,0.5,0.4,24
"1052","서울구산초등학교~증산체육공원_코스","서울특별시","은평구",4586,182,2.1,1,1.49,24
"1053","증산로1길 26~서울구산초등학교_코스","서울특별시","은평구",5035,182,3,1,1,24
"1054","서울구산초등학교~봉산_코스","서울특별시","은평구",4735,182,2.64,0.8,1.3,24
"1055","봉산~은평중학교_코스","서울특별시","은평구",4814,182,2.2,1.6,1,24
"1056","서울구산초등학교~증산로13가길 35_코스","서울특별시","은평구",4510,182,2.1,1,1.4,24
"1057","남경하이츠빌라~증산체육공원_코스","서울특별시","은평구",4491,182,2.2,1,1.29,24
"1058","서울구산초등학교~봉산_코스","서울특별시","은평구",4696,182,2.3,1.1,1.3,24
"1059","서울구산초등학교~봉산_코스","서울특별시","은평구",4533,182,2.13,1,1.4,24
"1060","봉산~남경하이츠빌라_코스","서울특별시","은평구",4758,182,2.36,1.5,0.9,24
"1061","남경하이츠빌라~증산로13가길 35_코스","서울특별시","은평구",4417,182,2.12,1,1.3,24
"1062","증산로1길 26~남경하이츠빌라_코스","서울특별시","은평구",4903,182,2.9,1,1,24
"1063","수색로22가길 5~증산로1길 26_코스","서울특별시","은평구",2536,138,1.14,0.7,0.7,24
"1064","증산체육공원~서울구산초등학교_코스","서울특별시","은평구",4625,182,2.2,1.4,1,24
"1065","봉산_코스","서울특별시","은평구",2037,138,0.74,0.6,0.7,24
"1066","증산로1길 26~숭실고등학교_코스","서울특별시","은평구",2568,142,1.4,0.7,0.47,24
"1067","증산체육공원~서울구산초등학교_코스","서울특별시","은평구",4552,182,2.45,1.3,0.8,24
"1068","증산로13가길 35_코스","서울특별시","은평구",2014,138,1.01,0.5,0.5,24
"1069","신동아빌라~증산체육공원_코스","서울특별시","은평구",1697,138,0.7,0.4,0.6,24
"1070","은평종합사회복지관~서울구산초등학교_코스","서울특별시","은평구",4739,182,2.44,1.2,1.1,24
"1071","증산체육공원_코스","서울특별시","은평구",2010,138,0.7,0.5,0.8,24
"1072","증산로13가길 35~서울구산초등학교_코스","서울특별시","은평구",4549,182,2.45,1.1,1,24
"1073","증산체육공원~은평터널로9길 22_코스","서울특별시","은평구",1965,142,0.8,0.7,0.47,24
"1074","증산로1길 26~신사동 237-484_코스","서울특별시","은평구",2652,142,1.45,0.7,0.5,24
"1075","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2242,142,0.7,0.9,0.64,24
"1076","서울구산초등학교~은평종합사회복지관_코스","서울특별시","은평구",4739,182,2.54,0.8,1.4,24
"1077","서울구산초등학교~증산체육공원_코스","서울특별시","은평구",4625,182,2.23,0.9,1.5,24
"1078","증산로13가길 35~신사동 237-484_코스","서울특별시","은평구",2160,142,0.86,0.9,0.4,24
"1079","증산로1길 26~녹원에버빌_코스","서울특별시","은평구",2186,135,1.3,0.3,0.59,24
"1080","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2007,142,0.8,0.7,0.5,24
"1081","증산로1길 26~은평중학교_코스","서울특별시","은평구",5470,184,3.37,1.1,1,24
"1082","신동아빌라~증산체육공원_코스","서울특별시","은평구",1782,138,0.7,0.3,0.78,24
"1083","수색로22길 23-6~증산로1길 26_코스","서울특별시","은평구",2543,138,1.44,0.5,0.6,24
"1084","증산체육공원~신동아빌라_코스","서울특별시","은평구",1697,138,0.6,0.6,0.5,24
"1085","봉산~신사동 237-484_코스","경기도","고양시",2105,181,1.2,0.1,0.8,24
"1086","신동아빌라~서울구산초등학교_코스","서울특별시","은평구",4809,182,2.61,1.3,0.9,24
"1087","신사동 237-484~증산로1길 26_코스","서울특별시","은평구",2688,142,1.29,0.6,0.8,24
"1088","증산체육공원~숭실100주년기념관_코스","서울특별시","은평구",1830,142,0.83,0.7,0.3,24
"1089","남경하이츠빌라~봉산_코스","서울특별시","은평구",4440,182,2.14,1,1.3,24
"1090","은평종합사회복지관~서울구산초등학교_코스","서울특별시","은평구",4700,182,2.4,1.2,1.1,24
"1091","증산로13가길 35~은평중학교_코스","서울특별시","은평구",4546,182,2.45,1.3,0.8,24
"1092","증산체육공원_코스","서울특별시","은평구",2095,138,0.8,0.5,0.8,24
"1093","녹원에버빌~증산체육공원_코스","서울특별시","은평구",1648,135,0.75,0.4,0.5,24
"1094","가온누리빌~봉산_코스","서울특별시","은평구",4046,182,2,0.9,1.15,24
"1095","증산로1길 26~수색로22길 23-6_코스","서울특별시","은평구",2543,138,1.64,0.3,0.6,24
"1096","봉산~서울구산초등학교_코스","서울특별시","은평구",4735,182,2.3,1.2,1.2,24
"1097","덕산중학교~봉산_코스","서울특별시","은평구",1395,181,0.6,0.7,0.1,24
"1098","증산체육공원~신사동 237-484_코스","서울특별시","은평구",2002,142,0.8,0.7,0.5,24
"1099","증산로1길 26~숭실100주년기념관_코스","서울특별시","은평구",2319,142,1.42,0.5,0.4,24
"1100","증산로13가길 35~남경하이츠빌라_코스","서울특별시","은평구",4417,182,2.52,1,0.9,24
"1101","숭실고등학교~덕산중학교_코스","서울특별시","은평구",1656,132,0.66,0.5,0.5,24
"1102","증산체육공원~신동아빌라_코스","서울특별시","은평구",1782,138,0.8,0.5,0.48,24
"1103","증산로1길 26~수색로22가길 5_코스","서울특별시","은평구",2536,138,1.54,0.3,0.7,24
"1104","서울구산초등학교~증산로1길 26_코스","서울특별시","은평구",5035,182,2.74,1,1.3,24
"1105","수색로18나길~서울구산초등학교_코스","서울특별시","은평구",4702,182,2.7,1.3,0.7,24
"1106","신동아빌라~서울구산초등학교_코스","서울특별시","은평구",4823,182,2.72,1.1,1,24
"1107","덕산중학교~숭실고등학교_코스","서울특별시","은평구",1656,132,0.9,0.46,0.3,24
"1108","서울구산초등학교~증산체육공원_코스","서울특별시","은평구",4592,182,2.1,0.9,1.59,24
"1109","남경하이츠빌라~증산체육공원_코스","서울특별시","은평구",4460,182,2.26,1,1.2,24
"1110","증산로1길 26~신사동 237-484_코스","서울특별시","은평구",2688,142,1.4,0.7,0.59,24
"1111","신동아빌라~증산로1길 26_코스","서울특별시","은평구",2415,138,1.2,0.4,0.8,24
"1112","국기대(팔봉)~관악산(연주대)_코스","경기도","안양시",1414,606,0.51,0.7,0.2,24
"1113","금천구민문화체육센터~돌산(국기대)_코스","서울특별시","금천구",5823,297,2.82,1.7,1.3,24
"1114","돌산(국기대)~금천구민문화체육센터_코스","서울특별시","관악구",5823,297,3.1,0.9,1.8,24
"1115","돌산(국기대)~미성빌라_코스","서울특별시","관악구",6386,297,3.4,1,1.99,24
"1116","국기대(팔봉)~관악산(연주대)_코스","경기도","안양시",1430,606,0.6,0.6,0.23,24
"1117","삼성산국기대~장군봉_코스","경기도","안양시",2270,441,0.97,0.5,0.8,24
"1118","관악산(연주대)~길현천_코스","경기도","과천시",5862,606,2.76,0.4,2.7,24
"1119","관악산(연주대)~국기대(팔봉)_코스","경기도","과천시",1430,606,0.5,0.2,0.7,24
"1120","장군봉~삼성산국기대_코스","서울특별시","관악구",2270,441,0.87,0.8,0.6,24
"1121","관천교회~돌산(국기대)_코스","서울특별시","관악구",6492,297,3.29,2,1.2,24
"1122","돌산(국기대)~난향삼거리_코스","서울특별시","관악구",3879,297,2.18,0.8,0.9,24
"1123","금천구민문화체육센터~독산배드민턴체육관_코스","서울특별시","금천구",752,107,0.5,0.1,0.15,24
"1124","우면산~남태령예길중턱_코스","서울특별시","서초구",3045,247,2.05,0.2,0.8,24
"1125","독산배드민턴체육관~금천구민문화체육센터_코스","서울특별시","금천구",752,107,0.45,0.1,0.2,24
"1126","돌산(국기대)~관천교회_코스","서울특별시","관악구",6492,297,3.49,1,2,24
"1127","미성빌라~돌산(국기대)_코스","서울특별시","금천구",6386,297,3.09,2.1,1.2,24
"1128","국기봉(칼바위)~돌산(국기대)_코스","서울특별시","관악구",1393,342,0.69,0.1,0.6,24
"1129","서울대입구매표소출발점~지산공인중개사사무소_코스","서울특별시","관악구",8251,412,4.25,1.9,2.1,24
"1130","돌산~관천교회_코스","서울특별시","관악구",5951,297,2.65,1.4,1.9,24
"1131","길현천~관악산(연주대)_코스","경기도","안양시",5862,606,2.8,2.7,0.36,24
"1132","돌산(국기대)~관천교회_코스","서울특별시","관악구",6492,297,3.49,1,2,24
"1133","국기대(팔봉)~관악산(연주대)_코스","경기도","안양시",1430,606,0.6,0.6,0.23,24
"1134","관악산(연주대)~국기대(팔봉)_코스","경기도","과천시",1430,606,0.5,0.2,0.7,24
"1135","관악산(연주대)~길현천_코스","경기도","과천시",5862,606,2.76,0.4,2.7,24
"1136","돌산(국기대)~금천구민문화체육센터_코스","서울특별시","관악구",5823,297,3.1,0.9,1.8,24
"1137","길현천~관악산(연주대)_코스","경기도","안양시",5862,606,2.8,2.7,0.36,24
"1138","관악산(연주대)~국기대(팔봉)_코스","경기도","과천시",1430,606,0.5,0.2,0.7,24
"1139","지산공인중개사사무소~서울대입구매표소출발점_코스","경기도","안양시",8251,412,3.85,2.3,2.1,24
"1140","국기대(팔봉)~관악산(연주대)_코스","경기도","안양시",1430,606,0.6,0.6,0.23,24
"1141","돌산(국기대)~난향삼거리_코스","서울특별시","관악구",3879,297,2.18,0.8,0.9,24
"1142","관천교회~돌산_코스","서울특별시","관악구",5951,297,2.8,1.95,1.2,24
"1143","미성빌라~돌산_코스","서울특별시","금천구",5845,297,2.6,2.05,1.2,24
"1144","관악산(연주대)~국기대(팔봉)_코스","경기도","과천시",1414,606,0.5,0.2,0.7,24
"1145","난향삼거리~돌산(국기대)_코스","서울특별시","관악구",3879,297,1.88,1,1,24
"1146","미성빌라~돌산(국기대)_코스","서울특별시","금천구",6386,297,3.09,2.1,1.2,24
"1147","관천교회~돌산(국기대)_코스","서울특별시","관악구",6492,297,3.29,2,1.2,24
"1148","남태령예길중턱~우면산_코스","경기도","과천시",3045,247,2.05,0.8,0.2,24
"1149","국기봉(칼바위)~돌산(국기대)_코스","서울특별시","관악구",1393,342,0.69,0.1,0.6,24
"1150","금천구민문화체육센터~돌산(국기대)_코스","서울특별시","금천구",5823,297,2.82,1.7,1.3,24
"1151","돌산(국기대)~미성빌라_코스","서울특별시","관악구",6386,297,3.4,1,1.99,24
"1152","돌산~미성빌라_코스","서울특별시","관악구",5845,297,2.45,1.4,2,24
"1153","용마산역 코오롱하늘채~한다리마을 버스정류장_코스","서울특별시","중랑구",6184,310,3.48,1.1,1.6,24
"1154","한다리마을 버스정류장~용마산역 코오롱하늘채_코스","경기도","구리시",6184,310,3.38,1.4,1.4,24
"1155","아차산~아치울마을 버스정류장_코스","경기도","구리시",3669,300,2.17,0.3,1.2,24
"1156","정각사입구 버스정류장~용마산역 코오롱하늘채_코스","경기도","구리시",6171,317,2.87,1.7,1.6,24
"1157","아차산 생태공원~용마봉_코스","서울특별시","광진구",3423,317,1.62,1.5,0.3,24
"1158","용마산역 코오롱하늘채~정각사입구 버스정류장_코스","서울특별시","중랑구",6171,317,3.47,1.1,1.6,24
"1159","정각사입구 버스정류장~아차산성 유원지_코스","경기도","구리시",7714,300,4.31,1.5,1.9,24
"1160","아차산 생태공원~아치울마을 버스정류장_코스","서울특별시","광진구",5681,300,3.08,1.4,1.2,24
"1161","아차산~용마봉_코스","경기도","구리시",1414,317,0.61,0.5,0.3,24
"1162","청명에버빌~용마산역 코오롱하늘채_코스","서울특별시","중랑구",588,103,0.39,0.1,0.1,24
"1163","아치울마을 버스정류장~아차산 생태공원_코스","경기도","구리시",5681,300,3.08,1,1.6,24
"1164","용마봉~아차산_코스","서울특별시","중랑구",1414,317,0.71,0.3,0.4,24
"1165","아치울마을 버스정류장~아차산_코스","경기도","구리시",3669,300,2.47,1,0.2,24
"1166","아차산성 유원지~정각사입구 버스정류장_코스","서울특별시","광진구",7714,300,4.11,1.7,1.9,24
"1167","용마산역 코오롱하늘채~청명에버빌_코스","서울특별시","중랑구",588,103,0.39,0.1,0.1,24
"1168","청계산(망경대)~청계산옛골 마을버스정류장_코스","경기도","과천시",4770,603,1.6,0.3,2.87,24
