"","주소.시.","소속","해발고도.m.","산.코드","이름","id","주소"
"881","충청남도 부여군 초촌면 신암리","부여군청",194.8,447600201,"감투봉",881,"충청남도"
"882","충청남도 부여군 충화면 지석리","부여군청",228.6,447600601,"노고산",882,"충청남도"
"883","충청남도 서산시 부석면 지산리","서산시청",352.8,442100401,"도비산",883,"충청남도"
"884","충청남도 서산시 운산면 갈산리","서산시청",176.3,442100501,"동암산",884,"충청남도"
"885","충청남도 서산시 인지면 차리","서산시청",316.1,442100101,"금강산",885,"충청남도"
"886","충청남도 서산시 팔봉면 고파도리","서산시청",69.7,442100201,"당산",886,"충청남도"
"887","충청남도 서천군 마서면 장선리","서천군청",57.2,447700401,"동태산",887,"충청남도"
"888","충청남도 서천군 문산면 문장리","서천군청",116.5,447700201,"금성산",888,"충청남도"
"889","충청남도 서천군 서천읍 남산리","서천군청",146.9,447700301,"남산",889,"충청남도"
"890","충청남도 서천군 한산면 지현리","서천군청",118.1,447702401,"감투산",890,"충청남도"
"891","충청남도 아산시 신창면 창암리","아산시청",260.5,442001101,"덕암산",891,"충청남도"
"892","충청남도 아산시 염치읍 송곡리","아산시청",131.9,442000701,"금병산",892,"충청남도"
"893","충청남도 아산시 영인면 성내리","아산시청",251,442000801,"금산",893,"충청남도"
"894","충청남도 아산시 영인면 신화리","아산시청",295.8,442000201,"고용산",894,"충청남도"
"895","충청남도 아산시 음봉면 동암리","아산시청",270.6,442000901,"꾀꼬리산",895,"충청남도"
"896","충청남도 아산시 음봉면 산동리","아산시청",110.3,442000601,"금마산",896,"충청남도"
"897","충청남도 아산시 음봉면 삼거리","아산시청",226.2,442001301,"둔덕산",897,"충청남도"
"898","충청남도 아산시 음봉면 쌍룡리","아산시청",185.2,442000101,"가재산",898,"충청남도"
"899","충청남도 아산시 음봉면 쌍룡리","아산시청",185.2,442000101,"가재산",899,"충청남도"
"900","충청남도 아산시 탕정면 명암리","아산시청",158.2,442000501,"국사봉",900,"충청남도"
"901","충청남도 예산군 광시면 동산리","예산군청",383.9,448102801,"내상산",901,"충청남도"
"902","충청남도 예산군 덕산면 대치리","예산군청",495.2,448100401,"덕숭산_수덕산",902,"충청남도"
"903","충청남도 예산군 예산읍 간양리","예산군청",484.7,448102401,"도고산",903,"충청남도"
"904","충청남도 예산군 예산읍 발연리","예산군청",390.5,448102201,"관모산",904,"충청남도"
"905","충청남도 예산군 예산읍 수철리","예산군청",473.9,448100201,"덕봉산",905,"충청남도"
"906","충청남도 예산군 예산읍 예산리","예산군청",234.4,448100101,"금오산",906,"충청남도"
"907","충청남도 천안시 동남구 광덕면 광덕리","천안시청",699.3,441300301,"광덕산",907,"충청남도"
"908","충청남도 천안시 동남구 병천면 송정리","천안시청",209.8,441300201,"거머산",908,"충청남도"
"909","충청남도 천안시 동남구 북면 사담리","천안시청",453.8,441300101,"개죽산",909,"충청남도"
"910","충청남도 천안시 서북구 성성동 ","천안시청",141.2,441300501,"노태산",910,"충청남도"
"911","충청남도 청양군 목면 본의리","청양군청",210.8,447900101,"계봉산",911,"충청남도"
"912","충청남도 청양군 운곡면 신대리","청양군청",488.5,447900201,"국사봉",912,"충청남도"
"913","충청남도 청양군 운곡면 신대리","청양군청",488.5,447900201,"국사봉",913,"충청남도"
"914","충청남도 청양군 운곡면 후덕리","청양군청",369.8,447900301,"금자봉",914,"충청남도"
"915","충청남도 청양군 정산면 마치리","청양군청",476.9,447900501,"대덕봉",915,"충청남도"
"916","충청남도 청양군 청남면 중산리","청양군청",41,447900401,"내산",916,"충청남도"
"917","충청남도 태안군 근흥면 두야리","태안군청",145.5,448250101,"구수산",917,"충청남도"
"918","충청남도 태안군 소원면 송현리","태안군청",213.7,448250501,"대소산",918,"충청남도"
"919","충청남도 태안군 원북면 황촌리","태안군청",112.7,448250201,"국사봉",919,"충청남도"
"920","충청남도 태안군 이원면 관리","태안군청",164.9,448250401,"노인봉",920,"충청남도"
"921","충청남도 태안군 태안읍 삭선리","태안군청",150.7,448250301,"금굴산",921,"충청남도"
"922","충청남도 홍성군 갈산면 운곡리","홍성군청",202.2,448000301,"계봉산",922,"충청남도"
"923","충청남도 홍성군 은하면 목현리","홍성군청",57.1,448000101,"갈록산",923,"충청남도"
"924","충청남도 홍성군 은하면 목현리","홍성군청",57.1,448000101,"갈록산",924,"충청남도"
"925","충청남도 홍성군 은하면 목현리","홍성군청",133.1,448000201,"검봉산",925,"충청남도"
"926","충청남도 홍성군 홍북읍 노은리","홍성군청",165.7,448000501,"닭제산",926,"충청남도"
"927","충청남도 홍성군 홍성읍 옥암리","홍성군청",221.5,448000401,"남산",927,"충청북도"
"928","충청북도 괴산군 문광면 방성리","괴산군청",432.5,437600401,"두웅산",928,"충청북도"
"929","충청북도 괴산군 불정면 탑촌리","괴산군청",524.6,437600101,"고양봉",929,"충청북도"
"930","충청북도 괴산군 청천면 거봉리","괴산군청",646.4,437600301,"대산",930,"충청북도"
"931","충청북도 괴산군 청천면 상산리","괴산군청",768.2,437600201,"금단산",931,"충청북도"
"932","충청북도 단양군 단성면 벌천리","단양군청",965.3,438002801,"도락산",932,"충청북도"
"933","충청북도 단양군 단성면 북상리","단양군청",723,438000601,"두악산",933,"충청북도"
"934","충청북도 단양군 단성면 북상리","단양군청",780.6,438000301,"덕절산",934,"충청북도"
"935","충청북도 단양군 대강면 사동리","단양군청",1315.8,438000501,"도솔봉",935,"충청북도"
"936","충청북도 단양군 영춘면 유암리","단양군청",266.1,438000101,"감투봉",936,"충청북도"
"937","충청북도 단양군 적성면 상리","단양군청",1015.8,438002601,"금수산",937,"충청북도"
"938","충청북도 보은군 내북면 도원리","보은군청",589.1,437201901,"국사봉",938,"충청북도"
"939","충청북도 보은군 내북면 도원리","보은군청",589.1,437201901,"국사봉",939,"충청북도"
"940","충청북도 보은군 내북면 이원리","보은군청",515.9,437200501,"구봉산",940,"충청북도"
"941","충청북도 보은군 마로면 관기리","보은군청",458.5,437200201,"고봉",941,"충청북도"
"942","충청북도 보은군 삼승면 서원리","보은군청",651.2,437200701,"금적산",942,"충청북도"
"943","충청북도 보은군 속리산면 구병리","보은군청",876.3,437200401,"구병산",943,"충청북도"
"944","충청북도 보은군 수한면 거현리","보은군청",575.1,437200901,"덕대산",944,"충청북도"
"945","충청북도 보은군 수한면 질신리","보은군청",493.5,437200101,"거멍산",945,"충청북도"
"946","충청북도 보은군 수한면 차정리","보은군청",515.5,437200801,"노성산",946,"충청북도"
"947","충청북도 보은군 탄부면 하장리","보은군청",152.3,437201001,"동산",947,"충청북도"
"948","충청북도 보은군 회인면 송평리","보은군청",550.8,437202701,"국사봉",948,"충청북도"
"949","충청북도 보은군 회인면 송평리","보은군청",550.8,437202701,"국사봉",949,"충청북도"
"950","충청북도 영동군 매곡면 옥전리","영동군청",729.9,437400101,"가성산",950,"충청북도"
"951","충청북도 영동군 매곡면 옥전리","영동군청",729.9,437400101,"가성산",951,"충청북도"
"952","충청북도 영동군 상촌면 유곡리","영동군청",1030.5,437400401,"곤천산",952,"충청북도"
"953","충청북도 영동군 심천면 마곡리","영동군청",501.9,437400501,"국사봉",953,"충청북도"
"954","충청북도 영동군 양산면 원당리","영동군청",337.5,437400901,"대왕산",954,"충청북도"
"955","충청북도 영동군 양산면 죽산리","영동군청",429.5,437400701,"노고산",955,"충청북도"
"956","충청북도 영동군 용화면 자계리","영동군청",625.4,437400301,"갈모봉",956,"충청북도"
"957","충청북도 영동군 용화면 자계리","영동군청",625.4,437400301,"갈모봉",957,"충청북도"
"958","충청북도 영동군 추풍령면 사부리","영동군청",744.4,437400801,"눌의산",958,"충청북도"
"959","충청북도 영동군 학산면 지내리","영동군청",585,437400201,"갈기산",959,"충청북도"
"960","충청북도 영동군 학산면 지내리","영동군청",585,437400201,"갈기산",960,"충청북도"
"961","충청북도 옥천군 군서면 사양리","옥천군청",319.1,437300201,"국사봉",961,"충청북도"
"962","충청북도 옥천군 군서면 사양리","옥천군청",319.1,437300201,"국사봉",962,"충청북도"
"963","충청북도 옥천군 안내면 서대리","옥천군청",488,437300101,"가재봉",963,"충청북도"
"964","충청북도 옥천군 안내면 서대리","옥천군청",488,437300101,"가재봉",964,"충청북도"
"965","충청북도 옥천군 옥천읍 가풍리","옥천군청",406.9,437300501,"도덕봉",965,"충청북도"
"966","충청북도 옥천군 이원면 의평리","옥천군청",705.9,437300401,"대성산",966,"충청북도"
"967","충청북도 옥천군 청산면 만월리","옥천군청",543.4,437302801,"도덕봉",967,"충청북도"
"968","충청북도 음성군 소이면 갑산리","음성군청",415.3,437700301,"국사산",968,"충청북도"
"969","충청북도 음성군 원남면 구안리","음성군청",485,437700101,"가막산",969,"충청북도"
"970","충청북도 음성군 원남면 구안리","음성군청",485,437700101,"가막산",970,"충청북도"
"971","충청북도 제천시 금성면 동막리","제천시청",484.6,431500501,"구진산",971,"충청북도"
"972","충청북도 제천시 금성면 월굴리","제천시청",566.7,431501101,"대덕산",972,"충청북도"
"973","충청북도 제천시 덕산면 수산리","제천시청",591.3,431500901,"다랑산",973,"충청북도"
"974","충청북도 제천시 덕산면 월악리","제천시청",1115.1,431501201,"대미산",974,"충청북도"
"975","충청북도 제천시 백운면 방학리","제천시청",982.9,431500601,"구학산",975,"충청북도"
"976","충청북도 제천시 수산면 상천리","제천시청",1015.8,431500701,"금수산",976,"충청북도"
"977","충청북도 제천시 수산면 수산리","제천시청",477.5,431501401,"두무산",977,"충청북도"
"978","충청북도 제천시 청풍면 용곡리","제천시청",529.9,431500401,"관봉",978,"충청북도"
"979","충청북도 제천시 청풍면 장선리","제천시청",631.4,431504401,"국사봉",979,"충청북도"
"980","충청북도 제천시 청풍면 장선리","제천시청",631.4,431504401,"국사봉",980,"충청북도"
"981","충청북도 제천시 청풍면 학현리","제천시청",895.5,431501301,"동산",981,"충청북도"
"982","충청북도 제천시 화산동 ","제천시청",275.1,431500801,"남산",982,"충청북도"
"983","충청북도 진천군 문백면 계산리","진천군청",291.8,437500101,"국사봉",983,"충청북도"
"984","충청북도 진천군 진천읍 지암리","진천군청",415.6,437500201,"덕유산",984,"충청북도"
"985","충청북도 청주시 상당구 가덕면 인차리","청주시 상당구청",226,431101001,"도덕산",985,"충청북도"
"986","충청북도 청주시 상당구 남성면 인경리","청주시 상당구청",543.2,431100101,"가래산",986,"충청북도"
"987","충청북도 청주시 상당구 남성면 인경리","청주시 상당구청",543.2,431100101,"가래산",987,"충청북도"
"988","충청북도 청주시 상당구 남일면 신송리","청주시 상당구청",282.2,431100601,"국사봉",988,"충청북도"
"989","충청북도 청주시 상당구 남일면 신송리","청주시 상당구청",282.2,431100601,"국사봉",989,"충청북도"
"990","충청북도 청주시 서원구 산남동 ","청주시 서원구청",548.7,431100401,"구룡산",990,"충청북도"
"991","충청북도 청주시 청원구 내수읍 우산리","청주시 청원구청",499,431100301,"구녀산",991,"충청북도"
"992","충청북도 청주시 흥덕구 옥산면 동림리","청주시 흥덕구청",458.3,431101101,"동림산",992,"충청북도"
"993","충청북도 청주시 흥덕구 옥산면 장남리","청주시 흥덕구청",178.7,431101201,"돛대산",993,"충청북도"
"994","충청북도 충주시 금가면 잠병리","충주시청",107.7,431300401,"내기대",994,"충청북도"
"995","충청북도 충주시 소태면 덕은리","충주시청",326.1,431300501,"노루봉",995,"충청북도"
"996","충청북도 충주시 수낭보면 중산리","충주시청",680.8,431300701,"대미산",996,"충청북도"
"997","충청북도 충주시 신니면 신청리","충주시청",393.6,431300301,"남산",997,"충청북도"
"998","충청북도 충주시 안림동 ","충주시청",774.3,431300101,"계명산",998,"충청북도"
"999","충청북도 충주시 직동 ","충주시청",635.6,431305201,"남산",999,"충청북도"
"1000","충청북도 충주시 칠금동 ","충주시청",106.9,431300601,"대문산",1000,"충청북도"
